#lambda/nm	C1
208.295	557.6
208.67	504.6
209.045	469.8
209.419	464.6
209.794	690.4
210.169	663.4
210.544	805.2
210.919	698.6
211.295	671.2
211.67	682.6
212.045	688.6
212.421	672.4
212.796	728.2
213.172	678.2
213.547	675
213.923	681.4
214.299	689.6
214.675	695.8
215.051	689.6
215.427	689.6
215.803	698.6
216.179	683.4
216.555	677.2
216.932	694.2
217.308	691.4
217.684	684.6
218.061	687.6
218.438	691.4
218.814	677.6
219.191	689.6
219.568	674.8
219.945	673
220.322	694.4
220.699	692.6
221.076	695
221.453	690.2
221.83	673
222.208	671.6
222.585	687.6
222.962	688.8
223.34	677.4
223.717	688.4
224.095	677
224.473	679.4
224.851	675.2
225.229	677
225.607	698.8
225.985	663.6
226.363	695.8
226.741	682.8
227.119	679.2
227.497	698.8
227.876	664.6
228.254	697.2
228.633	680.4
229.011	679.8
229.39	682
229.769	683
230.148	686.8
230.527	709.2
230.905	682.4
231.284	682.6
231.664	672.8
232.043	693.2
232.422	688.2
232.801	683.6
233.181	685.4
233.56	682.4
233.94	685.2
234.319	675.4
234.699	690.6
235.079	728.6
235.458	726.6
235.838	702.4
236.218	673.6
236.598	673.2
236.978	677.8
237.358	675
237.738	683.8
238.119	694.2
238.499	671.8
238.88	677.4
239.26	701.2
239.641	674
240.021	679
240.402	678.6
240.783	675.8
241.163	680.2
241.544	686.6
241.925	680.8
242.306	700.6
242.687	671.8
243.069	670.6
243.45	690.2
243.831	673.8
244.212	690
244.594	720.2
244.975	696.2
245.357	685.2
245.739	678.6
246.12	679.2
246.502	695.6
246.884	681
247.266	681
247.648	681.8
248.03	709.8
248.412	684.2
248.794	688.2
249.176	676
249.559	693.6
249.941	671.6
250.323	667.6
250.706	673.4
251.089	688.4
251.471	681.6
251.854	677.6
252.237	683
252.62	688.2
253.002	688.8
253.385	679.2
253.769	700.8
254.152	681
254.535	685.6
254.918	671.6
255.301	680.6
255.685	682.8
256.068	667.6
256.452	707.6
256.835	690
257.219	682.6
257.603	697.8
257.986	676.6
258.37	691.4
258.754	674.8
259.138	692.2
259.522	689.6
259.906	677.4
260.29	683.2
260.675	682.6
261.059	693.6
261.443	676.8
261.828	689
262.212	685.6
262.597	675
262.981	684
263.366	689.2
263.751	674.4
264.136	671.2
264.521	683.4
264.906	673.6
265.291	687.8
265.676	674.4
266.061	690
266.446	706.4
266.831	682
267.217	710.8
267.602	682.2
267.987	687.4
268.373	676.8
268.759	690.6
269.144	686.6
269.53	687.6
269.916	676.6
270.302	672.6
270.688	684.2
271.074	674.8
271.46	692
271.846	724
272.232	687.8
272.618	682.8
273.004	686.6
273.391	694.2
273.777	685
274.164	689.2
274.55	698.6
274.937	691.4
275.324	683
275.71	687.6
276.097	693.4
276.484	674
276.871	687.2
277.258	687.2
277.645	668.2
278.032	686.2
278.419	679
278.807	688.2
279.194	665.8
279.581	676
279.969	684.8
280.356	685.6
280.744	682.6
281.131	710
281.519	692.4
281.907	682.4
282.295	682
282.682	701.8
283.07	679
283.458	689.2
283.846	695.6
284.235	698.2
284.623	689.6
285.011	674.2
285.399	682.6
285.788	686
286.176	672.4
286.565	696.6
286.953	679.8
287.342	687.6
287.731	674.8
288.119	675.2
288.508	678.8
288.897	692.6
289.286	672.4
289.675	690.2
290.064	692.6
290.453	687.4
290.821	687.6
291.21	703.8
291.599	686.4
291.989	689.6
292.378	688
292.768	697.4
293.157	693.2
293.547	697
293.936	689
294.326	687.4
294.716	682
295.106	679.8
295.496	690.4
295.886	691.2
296.276	686.6
296.666	679.4
297.056	680.6
297.446	678.8
297.836	706.4
298.227	687
298.617	687.2
299.008	702.2
299.398	677
299.789	682.8
300.179	686.4
300.57	700.4
300.961	689.6
301.352	680.4
301.742	695.8
302.133	689.8
302.524	685.2
302.915	695.4
303.307	679.4
303.698	697
304.089	685
304.48	686.4
304.872	696
305.263	686.4
305.655	678
306.046	690.4
306.438	690.2
306.829	675.8
307.221	702.2
307.613	688
308.005	699.4
308.397	701.6
308.789	708.2
309.181	718.4
309.573	702.6
309.965	696.6
310.357	679.8
310.749	701
311.142	675.8
311.534	678
311.926	692
312.319	684
312.711	680.6
313.104	695
313.497	684.6
313.889	738.4
314.282	706.2
314.675	720.2
315.068	701.8
315.461	695.4
315.854	723.6
316.247	690.4
316.64	686.2
317.033	690
317.405	701
317.798	688.2
318.192	689.8
318.585	680.4
318.979	695.6
319.372	685.8
319.766	685
320.16	703
320.553	697.6
320.947	715
321.341	682.4
321.735	684.2
322.129	677.4
322.523	721.2
322.917	679.2
323.311	703
323.705	692.4
324.099	688.8
324.494	708.6
324.888	691.4
325.282	683.6
325.677	704.6
326.071	700.2
326.466	700.2
326.861	697.4
327.255	706.6
327.65	702.6
328.045	705
328.44	695.4
328.835	687.4
329.23	677.4
329.625	709.8
330.02	682.8
330.415	706.8
330.81	695.8
331.206	698.8
331.601	680.2
331.996	689.2
332.37	715.4
332.766	673.6
333.161	715.4
333.557	676.4
333.953	685.6
334.348	1060.6
334.744	687
335.14	682.6
335.536	690
335.932	698.6
336.328	686
336.724	700.8
337.12	686.2
337.516	697.4
337.913	694.4
338.309	696.8
338.705	679.2
339.102	697.8
339.498	683.8
339.895	702.8
340.291	678.6
340.688	697.6
341.085	672.8
341.481	685.2
341.878	681.4
342.275	705.4
342.672	682.2
343.069	678
343.466	681.8
343.842	686
344.239	675.2
344.636	689.2
345.033	671.2
345.431	671.2
345.828	687.2
346.225	681.8
346.623	728.8
347.02	687.8
347.418	691.8
347.816	701.4
348.213	676.6
348.611	699.8
349.009	682.4
349.407	696.2
349.805	678.4
350.203	675.6
350.601	704.6
350.999	680.2
351.397	741.2
351.795	686.8
352.193	692
352.57	685.6
352.969	696.2
353.367	675.8
353.766	676
354.164	679.8
354.563	691.6
354.961	681.2
355.36	684.2
355.759	680.2
356.158	670.6
356.557	672.2
356.956	680.8
357.355	676.2
357.754	688.6
358.153	687.2
