#lambda/nm	C1
208.295	546
208.67	496.8
209.045	462.2
209.419	455.8
209.794	689.8
210.169	666.8
210.544	806
210.919	699.8
211.295	675.6
211.67	691.4
212.045	694.2
212.421	680.8
212.796	741.8
213.172	685.2
213.547	688
213.923	684.8
214.299	680.8
214.675	696.6
215.051	697.4
215.427	708.2
215.803	703
216.179	696.8
216.555	682.6
216.932	694
217.308	686
217.684	684
218.061	686.4
218.438	692.2
218.814	682.6
219.191	700.8
219.568	680.8
219.945	677.6
220.322	699
220.699	693.6
221.076	697.2
221.453	684.6
221.83	675.4
222.208	682.2
222.585	684.2
222.962	692.8
223.34	693
223.717	684.8
224.095	681.4
224.473	685.8
224.851	688
225.229	671.4
225.607	698.8
225.985	673.2
226.363	693.4
226.741	681.8
227.119	684.4
227.497	692.8
227.876	672.4
228.254	697.8
228.633	690.8
229.011	691.8
229.39	700.4
229.769	699.8
230.148	695.2
230.527	720.2
230.905	693
231.284	703.4
231.664	689
232.043	707.8
232.422	691
232.801	687.2
233.181	695.6
233.56	684.4
233.94	692.8
234.319	680.8
234.699	696.6
235.079	743.8
235.458	741.4
235.838	708.6
236.218	689.6
236.598	677.6
236.978	685.6
237.358	677.6
237.738	681.8
238.119	697.6
238.499	687.8
238.88	690.8
239.26	706.4
239.641	678.2
240.021	687
240.402	683.8
240.783	679.4
241.163	689.2
241.544	694.8
241.925	693.2
242.306	707.6
242.687	682.4
243.069	697.2
243.45	704.4
243.831	679.2
244.212	678.2
244.594	733
244.975	692.4
245.357	702.4
245.739	686
246.12	693.4
246.502	706.6
246.884	683.6
247.266	681.4
247.648	689.4
248.03	719.8
248.412	700.2
248.794	700.2
249.176	686.6
249.559	705.2
249.941	676.6
250.323	694.8
250.706	685.4
251.089	694
251.471	693.2
251.854	682.4
252.237	689.4
252.62	711.6
253.002	698.8
253.385	695.8
253.769	711
254.152	687.8
254.535	702.8
254.918	690
255.301	684
255.685	694.4
256.068	684.8
256.452	720
256.835	706.6
257.219	692.8
257.603	705.2
257.986	685
