#lambda/nm	C1
208.295	533.6
208.67	487.6
209.045	448.2
209.419	445
209.794	680.4
210.169	662.6
210.544	808.6
210.919	689.6
211.295	679.4
211.67	689
212.045	684
212.421	687.6
212.796	732.8
213.172	688.2
213.547	683.4
213.923	678.6
214.299	673.8
214.675	693.8
215.051	688.4
215.427	687.6
215.803	710
216.179	685
216.555	684
216.932	693
217.308	693.2
217.684	684.8
218.061	686.8
218.438	687.8
218.814	674.4
219.191	693.2
219.568	680.8
219.945	684.2
220.322	695
220.699	697.8
221.076	699.8
221.453	697.6
221.83	672.8
222.208	677.6
222.585	676.6
222.962	701.6
223.34	696.8
223.717	696.8
224.095	689.2
224.473	692.2
224.851	690.2
225.229	683.8
225.607	707.2
225.985	675.2
226.363	694.2
226.741	697
227.119	692.2
227.497	699.2
227.876	683.6
228.254	703.4
228.633	695.2
229.011	686.8
229.39	697.2
229.769	682.2
230.148	689.6
230.527	712
230.905	685
231.284	697.2
231.664	684.2
232.043	712
232.422	704.2
232.801	688.6
233.181	699.4
233.56	688.2
233.94	687.8
234.319	674.6
234.699	685
235.079	737.8
235.458	735.8
235.838	714.8
236.218	686.6
236.598	678
236.978	675.8
237.358	691
237.738	676.6
238.119	702.6
238.499	675.6
238.88	688.2
239.26	715
239.641	675.2
240.021	682
240.402	693.8
240.783	683.8
241.163	681.4
241.544	698.2
241.925	690.4
242.306	710
242.687	680.4
243.069	692
243.45	697
243.831	687.2
244.212	686.2
244.594	726.4
244.975	697
245.357	691
245.739	675
246.12	697.8
246.502	711
246.884	680.4
247.266	691.2
247.648	683.4
248.03	708.4
248.412	697.2
248.794	699.4
249.176	691.6
249.559	693.6
249.941	680.2
250.323	681.2
250.706	686.2
251.089	690.8
251.471	691.8
251.854	692.2
252.237	687.6
252.62	703.6
253.002	694.6
253.385	680.4
253.769	716.4
254.152	687.2
254.535	694.2
254.918	677.4
255.301	685
255.685	688.8
256.068	680.4
256.452	716.4
256.835	701.2
257.219	700.6
257.603	704.8
257.986	684.4
258.37	696.8
258.754	675.6
259.138	703.2
259.522	702.8
259.906	693
260.29	694.8
260.675	684.2
261.059	690.4
261.443	677.6
261.828	699.2
262.212	699.2
262.597	679.6
262.981	673
263.366	687.6
263.751	699.8
264.136	683.6
264.521	682.8
264.906	681.8
265.291	688.4
265.676	687.2
266.061	693.4
266.446	707.2
266.831	680.8
267.217	708.4
267.602	682.8
267.987	686
268.373	685.2
268.759	699.4
269.144	697.2
269.53	692.4
269.916	689.2
270.302	694.8
270.688	703
271.074	701.6
271.46	706.2
271.846	729.2
272.232	687.6
272.618	689.4
273.004	695
273.391	698.4
273.777	706.2
274.164	687.4
274.55	710.2
274.937	689.6
275.324	691.4
275.71	699.8
276.097	707.2
276.484	683.2
276.871	689.2
277.258	693.4
277.645	674.4
278.032	694.6
278.419	686.6
278.807	694.8
279.194	679.2
279.581	683.6
279.969	690.2
280.356	697.2
280.744	689.6
281.131	726.8
281.519	705
281.907	696.6
282.295	692
282.682	707.2
283.07	689.6
283.458	697.8
283.846	707
284.235	710.8
284.623	704
285.011	681
285.399	690.4
285.788	691
286.176	680.8
286.565	706.6
286.953	677.4
287.342	688.2
287.731	681
288.119	687
288.508	690.2
288.897	692.4
289.286	678.2
289.675	692.4
290.064	706
290.453	684
290.821	690
291.21	707.6
291.599	696.2
291.989	693.6
292.378	699.6
292.768	712.8
293.157	693
293.547	699.4
293.936	693.2
294.326	682.2
294.716	693
295.106	690
295.496	692.4
295.886	697.6
296.276	684
296.666	685.2
297.056	683.6
297.446	670.8
297.836	706.2
298.227	690.8
298.617	691.6
299.008	709.2
299.398	698.6
299.789	690.4
300.179	703.4
300.57	702.4
300.961	684.2
301.352	692.6
301.742	698.8
302.133	699
302.524	687.2
302.915	693
303.307	690.8
303.698	701.4
304.089	696.6
304.48	697.4
304.872	706.4
305.263	696.4
305.655	688
306.046	701.4
306.438	698.6
306.829	690.4
307.221	707.4
307.613	704.6
308.005	707.8
308.397	705.4
308.789	724
309.181	721.6
309.573	710.4
309.965	707.6
310.357	690.6
310.749	710.6
311.142	687.2
311.534	686
311.926	711.4
312.319	690.8
312.711	683.8
313.104	706.4
313.497	692.8
313.889	737.6
314.282	712.4
314.675	717.4
315.068	685
315.461	697
315.854	725.4
316.247	697.8
316.64	690
317.033	693.4
317.405	703.8
317.798	702.8
318.192	689.4
318.585	690.8
318.979	699.4
319.372	688.4
319.766	689.6
320.16	700
320.553	712.6
320.947	718.6
321.341	687.8
321.735	685.8
322.129	685.4
322.523	721.6
322.917	685.6
323.311	705.2
323.705	692.4
324.099	701
324.494	710.2
324.888	696
325.282	689
325.677	705.8
326.071	698.2
326.466	707.6
326.861	701.6
327.255	708
327.65	709.6
328.045	715.4
328.44	703.2
328.835	698.6
329.23	687.2
329.625	720.8
330.02	697.6
330.415	718.6
330.81	701.6
331.206	702.6
331.601	688.6
331.996	695.6
332.37	721.6
332.766	678.2
333.161	725.4
333.557	686.4
333.953	695.4
334.348	1041.4
334.744	684.8
335.14	687.2
335.536	691.4
335.932	711.8
336.328	699.2
336.724	706.4
337.12	698.8
337.516	691.8
337.913	696
338.309	716.8
338.705	700.2
339.102	702
339.498	687.8
339.895	715.6
340.291	684
340.688	707.6
341.085	689.4
341.481	697.2
341.878	706.4
342.275	716.8
342.672	686
343.069	690.2
343.466	687
343.842	713
344.239	688.6
344.636	684
345.033	680.6
345.431	685.8
345.828	691.8
346.225	686
346.623	734.2
347.02	688.4
347.418	696.4
347.816	708.8
348.213	681.6
348.611	697.4
349.009	688
349.407	696.4
349.805	677.4
350.203	668.8
350.601	715.2
350.999	693.4
351.397	749.8
351.795	695
352.193	701.2
352.57	707.2
352.969	712.4
353.367	674.6
353.766	679
354.164	694.2
354.563	699
354.961	688.4
355.36	685.8
355.759	689
356.158	676.6
356.557	691.4
356.956	683.2
357.355	679.4
357.754	696.8
358.153	697.2
358.552	723.8
358.951	690.4
359.35	697.4
359.75	689
360.149	678
360.527	683.6
360.926	676.6
361.326	696.4
361.726	679.6
362.125	685
362.525	694.4
362.925	685.2
363.325	686
363.724	690.2
364.124	679.2
364.524	684.4
364.924	692.8
365.324	705.6
365.725	665.8
366.125	687
366.525	683.8
366.904	678
367.304	658.2
367.705	701.4
368.105	694
368.506	682.6
368.906	674.4
369.307	681.6
369.708	691.8
370.108	664.8
370.509	689.8
370.91	674.6
371.311	682.4
371.712	688.8
372.113	684.4
372.514	665.2
372.894	685.8
373.295	675
373.696	687
374.097	695.6
374.499	726.4
374.9	687.4
375.301	683.2
375.703	684.6
376.105	680.4
376.506	692.2
376.908	688
377.309	681.8
377.711	681.6
378.113	681.6
378.493	688.2
