#lambda/nm	DC	C1
661.617	9532	9497.2
662.037	9267.6	9304.2
662.457	9049.2	9039.2
662.855	8768.2	8807.2
663.275	8617.6	8583
663.695	8333.8	8366.2
664.094	8132	8186.6
664.514	8015	7979.8
664.934	7917	7903.2
665.333	7774.2	7783.2
665.753	7606.2	7622.8
666.152	7488.2	7497.8
666.572	7344.6	7314.4
666.993	7199.6	7199.6
667.392	7042	7045.8
667.812	6882.8	6888.4
668.212	6717	6733
668.632	6582.8	6620
669.053	6503.8	6504.2
669.453	6348.6	6351.6
669.874	6240.2	6207
670.273	6128.4	6129.2
670.694	6001.4	5982.8
671.116	5902	5921.6
671.515	5837.4	5811.4
671.937	5721	5731.4
672.337	5670.6	5639.8
672.758	5549	5586.8
673.158	5589.8	5599.4
673.58	5527.6	5559.2
673.98	5592.4	5623.6
674.402	5616.4	5621.6
674.824	5650.6	5650.6
675.224	5696	5680.8
675.646	5767	5739.2
676.047	5807.2	5820
676.469	5859	5859.2
676.869	5915	5928
677.292	5922.2	5920.4
677.693	5907.2	5892.8
678.115	5898.4	5890.2
678.516	5846	5844.2
678.939	5774.2	5810.8
679.34	5693.4	5698.4
679.762	5607.8	5614
680.164	5506	5514.8
680.586	5394.8	5397.8
680.988	5387	5375.4
681.411	5494.2	5484.2
681.812	5673.6	5685
682.236	5955.4	5940.6
682.637	6334	6308.8
683.061	6686.2	6675.6
683.462	7065.6	7032.8
683.864	7385	7380.4
684.288	7607.4	7613.2
684.69	7733.6	7793.4
685.114	7804.8	7805
685.516	7606.4	7656.6
685.94	7287.6	7284.2
686.342	6958.4	6920
686.766	6539.2	6558.6
687.168	6286	6340.8
687.571	6252	6240.2
687.995	6260	6232.8
688.398	6211.4	6184.2
688.822	6214.8	6213.2
689.225	6268.6	6239.4
689.628	6276.2	6278.2
690.052	6273	6282.2
690.456	6223.2	6245.4
690.88	6093.8	6089.2
691.284	5749.4	5739
691.687	5356.6	5375.2
692.112	5004.6	4975.4
692.515	4627.8	4629.2
692.919	4311.4	4329.4
693.344	4031	4010.4
693.747	3789.8	3764.8
694.173	3557	3571.8
694.577	3437	3443.6
694.98	3269.6	3255.8
695.406	3163.4	3173.8
695.81	3090.2	3081
696.214	3045	3052.8
696.64	3034	3040.8
697.044	3091.8	3106.4
697.448	3207	3207.4
697.874	3369	3352.2
698.279	3586.2	3599.2
698.684	3941.2	3941
699.11	4456.4	4464.4
699.514	5256.8	5272.2
699.919	6406.2	6390.6
700.324	7784.8	7788
700.75	9368.2	9372.2
701.156	10968	10923.6
701.561	12658	12694
701.987	14768.8	14743.4
702.393	16993.2	16990
702.798	18924.8	18968
703.203	20402.8	20421.8
703.63	21303.6	21398.2
704.036	21791.4	21890.6
704.442	22097.8	22122.8
704.847	22539	22546.2
705.274	22989.8	22949.6
705.68	22944	22959.4
706.086	22436.4	22595.8
706.492	21960	21911.6
706.92	21489.2	21487.6
707.326	20931.8	20980.2
707.732	20358.6	20310.2
708.139	19450	19526
708.545	18222.8	18286.2
708.973	16657.2	16665.2
709.38	14844.2	14965.6
709.786	13179	13153.4
710.193	11528.8	11587
710.6	10102	10101.2
711.028	8714.8	8707.2
711.435	7548.8	7551.4
711.842	6622	6618.8
712.249	5779.4	5789.4
712.656	5108.6	5077.2
713.064	4505.4	4543.8
713.492	4011	4017.2
713.9	3579.8	3594.2
714.307	3195.4	3230.4
714.715	2927.4	2928.4
715.123	2694.4	2700.6
715.53	2475.8	2474.4
715.938	2375.8	2358.8
716.367	2249.4	2246
716.775	2176.2	2189
717.184	2111.4	2114.6
717.592	2092.2	2099.4
718	2050.4	2053.4
718.408	2047.4	2042.8
718.816	2047.6	2043
719.225	1975.2	1960
719.633	1956.2	1960.6
720.042	1929.6	1931
720.472	1909	1907.2
720.881	1936	1924
721.29	1896.2	1882.4
721.699	1869	1860.2
722.108	1863.4	1869.2
722.517	1853.4	1857.4
722.926	1819.2	1828
723.335	1836	1836
723.744	1801	1799
724.154	1785	1781.6
724.563	1744.2	1775.6
724.973	1741.4	1749
725.382	1725	1722.8
725.792	1708.2	1714.6
726.202	1667.4	1659.8
726.612	1675.2	1670.8
727.022	1637.2	1631.8
727.432	1618.4	1613.2
779.813	1578.2	1592.6
780.223	1593.4	1610.6
780.634	1527	1554
781.044	1514.8	1510
781.454	1495.4	1499.8
781.865	1516.2	1497.2
782.276	1447	1468.6
782.686	1489.2	1483.6
783.097	1462.2	1475.6
783.508	1450.4	1438.2
783.919	1448.8	1445.8
784.33	1464.8	1472.4
784.741	1470.2	1473.6
785.152	1474.2	1458.6
785.563	1511	1512
785.974	1561.2	1564.2
786.386	1619	1627.2
786.776	1683.8	1661.4
787.188	1727	1715.6
787.599	1738	1752.6
788.011	1796.2	1796.8
788.423	1791.2	1795.2
788.835	1800.4	1791
789.247	1754.6	1775.4
789.659	1733	1749
790.071	1718.8	1706.4
790.483	1732.2	1723.8
790.874	1655.8	1654.4
791.286	1625.4	1635.2
791.699	1593.2	1594.4
792.111	1584.2	1565.6
792.524	1549.8	1542
792.937	1516	1517.8
793.349	1479	1465
793.741	1437	1433.4
794.154	1405.4	1411.6
794.567	1401.6	1401
794.98	1369.6	1346.2
795.393	1337.2	1328
795.785	1341.2	1350.2
796.198	1315.8	1304.2
796.612	1296.4	1289
797.026	1269.4	1256.6
797.439	1234.8	1225.4
797.831	1243.8	1230.6
798.245	1223	1204
798.659	1200	1196.4
799.073	1194.6	1185.8
799.487	1166.6	1166.2
799.88	1169	1171
800.294	1205	1194.4
800.708	1282.6	1273.6
801.123	1380.6	1354.8
801.516	1610	1545.8
801.93	1980.2	1878.4
802.345	2400.8	2286.8
802.76	2795.8	2612.6
803.153	3140.4	2897
803.568	3419.4	3196.8
803.983	3725	3383.2
804.377	3847.6	3509.8
804.792	3936.2	3629.8
805.207	3884.8	3586.4
805.601	3638.2	3357.4
806.016	3385.4	3125.2
806.432	3063	2827.6
806.826	2864.8	2642
807.242	2609.2	2420.4
807.658	2377.6	2218.4
808.052	2208.4	2057
808.468	2047.4	1918.2
808.884	1886.8	1796.6
809.279	1786.8	1702.6
809.695	1698.2	1623.6
810.111	1636	1567.4
810.506	1587	1514
810.922	1567.6	1492.4
811.339	1499.6	1469
811.734	1530.2	1448.4
812.151	1517	1448.6
812.546	1506.4	1448
812.963	1506.2	1458.4
813.38	1510.2	1461.2
813.776	1506	1430.2
814.193	1471	1432.8
814.589	1430.6	1378.8
815.006	1392.6	1358.2
815.402	1363.6	1313.4
815.82	1328.2	1296.2
816.237	1301.4	1287.8
816.633	1283.8	1254.4
817.051	1224	1226.2
817.448	1226	1207.6
817.866	1179.2	1160
818.262	1178.8	1178
818.68	1127.4	1107
819.077	1110	1087
819.495	1075.2	1048.8
819.892	1089.6	1069.8
820.311	1019.2	1007
820.708	1005.2	994.8
821.127	986	981.6
821.524	979.8	988.4
821.943	959.6	960
822.34	968.4	987.4
822.759	959.2	940.2
823.157	948.2	938
823.576	941.6	952.2
823.974	941.8	927.2
824.393	1039.2	1032.2
824.791	918.8	918.4
825.189	930.2	940.4
825.609	978.4	970.2
826.007	1010.8	1009
826.427	1041.6	1018.8
826.826	1086.4	1051
827.246	1107.4	1082.6
827.644	1112.6	1073.6
828.043	1163.2	1121.8
828.463	1160.6	1134.4
828.862	1145.4	1113
829.261	1112.8	1094.2
829.682	1057.4	1054.6
830.081	1063.8	1042.8
830.502	1037.6	999
830.901	1007.6	991.2
831.301	980.4	952.6
831.722	960.8	942
832.121	958.4	951
832.521	939	939.4
832.943	950.4	925
833.342	936.8	923.2
833.742	928.6	914
834.164	925.6	914.6
834.564	913.4	902.2
834.965	925.8	912.4
835.386	914.4	912.4
835.787	907.8	895.8
836.188	911.8	899.4
836.588	910	894.8
837.01	903.6	894.8
837.411	894.6	886.8
837.812	906.2	906.6
838.213	894.6	906.2
838.636	889.8	885.2
839.037	962.4	968.6
839.438	911	887.6
839.84	892.6	891
840.263	918.6	906
840.664	916.6	911.8
841.066	910.6	897.6
841.468	929	915.8
841.891	930.4	919.4
842.293	946	922.6
842.695	954.6	936.6
843.098	961	954.2
843.5	973.8	950
843.902	1007	984.6
844.326	1048.6	1020.6
844.729	1086	1043
845.131	1116.2	1097.4
845.534	1142.6	1106.8
845.937	1184.4	1160.4
846.34	1207.4	1171.2
846.764	1205.2	1180.6
847.167	1231.8	1198.2
847.571	1228	1191.2
847.974	1285	1238.2
848.377	1433.4	1375.2
848.781	1895.4	1784
849.184	2512.6	2331.6
849.588	3128.8	2862
849.992	3680.4	3362.8
850.396	4222.2	3851.2
850.821	4771.6	4330
851.225	5147.2	4664.2
851.63	5463.4	4941.8
852.034	5618	5072.6
852.438	5382	4886.8
852.843	5037.4	4612
853.247	4426.2	4040.4
853.652	4016.8	3663.6
854.057	3641.8	3327
854.462	3226.8	2959
854.867	2892.2	2665.4
855.272	2631.6	2418.8
855.677	2397.8	2212.6
856.082	2240.4	2103.4
856.487	2150.2	2014.6
856.893	2087.8	1932.2
857.298	2000.6	1860.4
857.704	1919.2	1795.6
858.11	1853	1744.6
858.516	1797	1683
858.922	1723.8	1620.2
859.328	1685.8	1576
859.734	1562.6	1475.8
860.14	1454.6	1401.6
860.525	1374	1322.8
860.931	1303.6	1266.4
861.338	1257	1198.2
861.745	1210.8	1175.2
862.151	1158.6	1138.8
862.558	1187	1139.4
862.965	1218.8	1172.2
863.372	1265.6	1215
863.779	1319.6	1255.8
864.186	1399	1327.4
864.572	1437.8	1381
864.98	1523	1455.4
865.387	1600	1524.2
865.795	1715	1620.6
866.203	1872.8	1757
866.61	1956.8	1823.8
867.018	2051	1928
867.405	2146.6	1969.4
867.813	2192.2	2050.6
868.221	2229.2	2061.4
868.63	2271	2119.4
869.038	2270.6	2105
869.425	2180.4	2040.4
869.834	2017.8	1868.6
870.243	1857.2	1759.4
870.652	1739.8	1627.8
871.039	1613.6	1515.4
871.448	1509.4	1423.2
871.857	1397.4	1333.2
872.266	1311.2	1273.4
872.654	1246	1190.4
873.064	1185.6	1131.6
873.473	1142	1094.6
873.883	1064	1047.6
874.271	1018.6	993
874.681	1005.8	977
875.091	940.2	937.2
875.48	941.8	914.2
875.89	929.8	904.2
876.3	876.4	866
876.689	863.8	858.4
877.1	863	869.2
877.51	876.2	861.6
877.9	915	892.8
878.31	888.8	874.6
878.721	928.2	909
879.111	899.8	886.6
879.522	902.8	886
879.933	899.4	872.4
880.323	904.2	878.6
880.734	886.8	874.8
881.125	888.6	872
881.536	881.4	862.6
881.948	868	853.4
882.338	867	853.6
882.75	871	854.4
883.141	856.6	839
883.553	850.4	842.8
883.944	869.2	861
884.356	866.6	841.4
884.769	862	843
885.16	889	869.8
885.573	904.4	877
885.964	917.4	904.2
886.377	954.4	938.2
886.768	956.2	940.8
887.181	989	969.8
887.573	992.4	973.8
887.987	1023.2	1008.2
888.378	1021.6	985.2
888.792	1003.4	980
889.184	1024.2	991.6
889.598	939.6	931.8
889.99	927.2	898.4
890.383	898.2	889
890.797	876.6	847.2
891.19	885.6	863.6
891.604	847	830.2
891.997	828.8	806
892.411	818.2	800.8
892.805	809	794.8
893.198	806.6	800
893.613	781	779.4
894.006	793.6	789.8
894.421	769.8	764.4
894.815	789.6	768.4
895.209	776.6	758.8
895.624	822	800.4
896.018	791	781.4
896.412	771.6	773
896.828	772.6	761.6
897.222	778	777.4
897.617	780.8	776.6
898.033	798.6	796.6
898.427	785.6	784
898.822	791.6	778.2
899.239	774.4	784.8
899.634	777.2	780.2
900.029	802.6	795.6
900.424	778.6	771.6
900.841	766.4	760.4
901.236	789.6	780.8
901.632	774.8	785.4
902.027	830.2	825.6
902.445	777.6	778.2
902.841	759.4	764.2
903.237	767.6	757.8
903.633	770.2	769.2
904.05	763.6	769.2
904.447	764.8	762.2
904.843	772.2	756
905.24	754.2	752.6
905.636	748.2	745.6
906.033	758.8	756.2
906.451	781.8	768.8
906.848	760.6	745.6
907.246	760.4	756.8
907.643	769	770
908.04	776.2	770.8
908.438	826.6	809.6
908.835	928.2	906.2
909.254	1096.8	1041.2
909.652	1258	1188.2
910.05	1423	1337
910.448	1577.2	1464
910.846	1735.4	1605.8
911.244	1843.8	1710
911.643	1983.8	1835
912.041	2023.6	1877
912.44	2007.8	1867
912.839	1862.4	1729.4
913.237	1768.2	1656.2
913.636	1638.2	1540.2
914.035	1553.4	1438.8
914.434	1448.4	1354
914.834	1342.4	1282.4
915.233	1276	1215.8
915.633	1200.4	1136.2
916.032	1144.2	1093.2
916.432	1097.6	1040.4
916.832	1071.4	1025.4
917.232	1026.2	971.8
917.632	956.2	933.8
918.032	934	917.2
918.432	899.2	875.2
918.833	850.2	839
919.233	828.8	822.8
919.634	803.6	791
920.035	808.6	798.2
920.436	785.2	768.6
920.837	792	782.8
921.238	781.6	779
921.639	785	775
922.019	808.8	809.4
922.42	930.8	892.8
922.822	1054.2	1036.6
923.224	1215.4	1159.4
923.625	1355.4	1284.4
924.027	1510.6	1407.4
924.429	1654.6	1542.6
924.81	1758.8	1643.6
925.212	1850.2	1697.8
925.615	1888.8	1764.2
926.017	1847.8	1725.6
926.42	1768.8	1655.2
926.801	1657	1560
927.204	1556.8	1455.2
927.607	1465.8	1382.8
928.01	1382.2	1311.4
928.413	1288.2	1221
928.795	1202.2	1133.8
929.199	1154.4	1091.6
929.602	1111	1050.2
930.006	1060.6	1009.4
930.388	1010.4	978.4
930.792	982.8	952.4
931.196	941	917.2
931.579	948.2	914.6
931.983	859.2	848
932.388	889.8	874.8
932.771	796.2	789.4
933.176	772.6	767.8
933.58	778.8	767
933.964	765.4	753.6
934.369	726.2	740.2
934.774	751.6	750.2
935.158	739.8	734
935.563	734.6	735.6
935.947	743.4	730.4
936.353	739.8	737.8
936.759	723.6	731.8
937.143	733.8	736.6
937.549	723	727.8
937.934	744.8	745.8
938.34	745.2	738.6
938.746	704.4	709.8
939.131	730.8	708.6
939.538	722.4	709.4
939.923	730.8	731.6
940.33	736.4	727.8
940.716	749.4	741.2
941.123	746.2	749.6
941.508	759.2	751.2
941.916	764.6	766
942.302	770.4	753.2
942.709	751.2	734.2
943.096	754	736.2
943.503	764.8	747.2
943.89	753	735.8
944.298	741.4	733.4
944.685	771.6	769.4
945.072	734.2	731.8
945.48	756.6	742.8
945.867	727.2	717.6
946.276	724.8	717.2
946.663	746.4	743
947.051	740.8	735.6
947.46	735.8	730.8
947.848	722.2	720.8
948.257	726	716
948.645	716.4	719.2
949.033	708.6	715
949.443	722.2	706.6
949.831	770.4	756.4
950.22	712.8	713.8
950.63	730.6	734.6
951.018	755.2	750.4
951.407	716	725.2
951.796	720.6	713.6
952.207	738.8	731.2
952.596	730.4	729.6
952.985	715.4	726.2
953.375	777.2	768
953.786	729	730
954.176	713.6	714.2
954.566	725.8	729.2
954.956	709.6	699
955.367	723	715.6
955.758	736.4	732.8
956.148	703.2	705.6
956.539	732	725.6
956.929	708	697.8
957.341	706.6	700.8
957.732	707.2	708.2
958.123	712	714.2
958.515	704.6	697.2
958.906	715.6	719.4
959.297	711	701
959.689	714.8	709
960.102	698.2	699.2
960.494	708	708.4
960.886	704.4	701.2
961.278	714.2	704.6
961.67	727.2	733
962.062	753.8	744.8
962.455	716	709
962.847	704.6	700.4
963.24	707.2	705.6
963.633	711.8	711.6
964.026	692	702
964.419	711	704.8
964.812	713.2	710.8
965.206	704.8	701
965.599	706.6	705.2
965.993	700.4	709.2
966.386	703.8	703.8
966.78	715.6	714.6
967.174	717.6	717
967.569	705.8	706.2
967.963	699	709.6
968.357	701.2	692.8
968.752	699.4	702.8
969.146	694.6	697.8
969.541	703.8	690.8
969.936	706	702.6
970.331	712	706.4
970.705	706.4	702
971.1	714.6	700.6
971.496	714.4	717
971.892	705.4	697.6
972.287	708.4	704.8
972.683	694.6	704.2
973.079	699.6	701
973.454	723.2	722.8
973.85	713.6	703.4
974.247	712.6	708.6
974.643	720.8	726.6
975.04	708.4	702
975.415	711.8	698.2
975.812	697.4	696.8
976.209	704.2	703.8
976.607	696.8	683.2
976.982	713	714
977.38	724.2	718.8
977.778	706.8	705.2
978.175	701.4	697.4
978.552	702.8	694.6
978.95	695.6	703
979.348	708.8	708
979.725	750.8	751
980.123	706.2	692.2
980.522	703	696.8
980.899	698.2	694
981.298	701.6	705.2
981.697	705.8	698.2
982.075	695.6	697.4
982.474	696.8	691
982.852	701.4	700
983.251	701.6	706
983.651	695.2	691.4
984.029	708.4	710
984.429	694.8	703.2
984.808	688.2	679.4
985.208	699	700.2
985.609	695.8	691.6
985.987	689.4	695.4
986.388	698.2	695.8
986.768	705.6	707.6
987.168	704.8	703.6
987.548	712.8	703.4
987.949	721.4	711.6
988.329	714.8	700.6
988.731	698.8	683.4
989.111	713.8	710.8
989.491	713.2	708.2
989.893	713.8	713.2
990.273	726.8	712
990.676	703.4	694.8
991.057	701.4	703.4
991.459	705.8	707
991.84	708.2	704.8
992.221	706.2	695.2
992.624	724.6	717.6
993.006	712.8	710
993.388	719.6	706.2
993.791	715.6	709.2
994.173	725.8	717
994.576	766.8	756.2
994.959	727.4	725
995.341	738	732.4
995.724	745.8	740
996.128	766.4	748.6
996.511	775.8	773.4
996.894	784	768.2
997.298	785	771
997.681	808.2	785.6
998.065	792	788
998.448	770.6	772
998.854	785	785.2
999.237	757.8	756
999.621	768.2	763.8
1000.01	781	774.6
1000.39	759.4	743.2
1000.8	745	743
1001.18	751.6	751.8
1001.56	748.6	737.4
1001.95	742	735.4
1002.33	746	732.2
1002.72	724	722
1003.13	723	729
1003.51	716.6	719
1003.9	716.4	710.6
1004.28	734.8	728.2
1004.67	711.2	709.8
1005.06	720	717
1005.44	747.2	742.4
1005.83	705.2	706.6
1006.21	710.6	714.8
1006.6	715.6	701.4
1006.99	722	717.8
1007.37	724.8	712.2
1007.76	708.4	717.8
1060.12	701.4	699.4
1060.51	705	704.6
1060.89	713.4	710.4
1061.28	711	712
1061.67	713.8	711
1062.06	711	716
1062.45	714.4	702.2
1062.83	709.8	706.8
1063.22	714.6	716.8
1063.61	754.2	747.6
1064	713.2	716.6
1064.39	714.4	709.8
1064.78	718.6	709.2
1065.14	725.4	724.8
1065.53	713.8	711.6
1065.92	722	714.8
1066.31	707.6	709
1066.7	725.8	722.2
1067.09	735	738
1067.46	735.8	728.6
1067.85	730	728
1068.24	719.6	728
1068.63	744.6	740.8
1069.02	733.6	726.2
1069.39	744.6	739.6
1069.78	727.6	732.2
1070.17	744.8	728
1070.57	743.2	726.8
1070.93	752	749.4
1071.33	750.4	750.6
1071.72	760.4	756.6
1072.11	750	754.6
1072.48	758	760.4
1072.87	773.2	777
1073.26	785.2	785.8
1073.64	790.4	781.2
1074.03	792.8	795.6
1074.4	801.8	803.4
1074.79	818.2	813.8
1075.19	826.6	834
1075.56	851.6	839
1075.95	856	870.8
1076.34	887	879.6
1076.72	890.2	904
1077.11	923.8	937.2
1077.48	961.8	968.6
1077.88	984.8	982.6
1078.25	1019	1019.8
1078.64	1069.6	1072.8
1079.02	1133.4	1150.8
1079.41	1318.6	1321
1079.78	1533.6	1537.2
1080.18	1754.6	1752.2
1080.55	2087	2097.6
1080.95	2258	2287
1081.32	2469.4	2514.2
1081.72	2681.8	2697.6
1082.09	2855	2868
1082.49	2929.2	2982.8
1082.86	2943.6	2971.2
1083.24	2817.8	2863.4
1083.63	2712.4	2731
1084.01	2548.6	2588.6
1084.38	2444.4	2463.8
1084.78	2283	2307.6
1085.16	2161	2191.2
1085.55	2046.6	2076.2
1085.93	1956	1971.2
1086.31	1835.6	1869.6
1086.7	1755	1754.4
1087.08	1618.2	1629.6
1087.46	1531.4	1546.6
1087.83	1427	1452
1088.23	1382.8	1381
1088.61	1302.8	1290
1088.99	1222.6	1229.8
1089.36	1174.2	1169.8
1089.76	1128.4	1138
1090.14	1074.8	1079.8
1090.52	1034.8	1045.8
1090.9	998.6	999.4
1091.27	969	958.2
1091.67	957.8	957.8
1092.05	911	923
1092.43	874.8	889
1092.81	858.8	871.6
1093.19	856.2	837
1093.57	831	822.2
1093.95	820.2	803
1094.35	802.8	811.6
1094.73	808.4	798.4
1095.11	774.6	784.8
1095.49	774.2	770.8
1095.87	768.4	764.6
1096.25	768.6	757
1096.63	762.8	766.4
1097.01	748.4	748.2
1097.39	755.2	756.8
1097.77	744.4	727.6
1098.15	729.2	736.8
1098.53	732	723.6
1098.91	733.6	730.6
1099.29	727.4	725.4
1099.68	747.8	738.4
1100.06	727.2	720.2
1100.44	733	719.2
1100.82	714.8	725.8
1101.18	720.6	722.2
1101.56	703	703.4
1101.95	705.6	713
1102.33	704.2	709.6
1102.71	715.6	711.8
1103.1	698.6	697
1103.48	695	690.4
1103.86	694.8	697.6
1104.22	700.8	698.2
1104.61	690.4	701.6
1104.99	696	693.4
1105.38	690.2	688.4
1105.76	705.2	697.6
1106.12	696.6	697
1106.51	745	732.6
1106.89	709.2	705.6
1107.26	696.8	697.4
1107.64	705.6	711.2
1108.03	690.6	694
1108.41	696.4	690.6
1108.78	699.6	692.8
1109.16	691.2	703.4
1109.55	699.2	700.4
1109.91	688.4	689
1110.3	675.8	680.6
1110.69	704.8	702.8
1111.05	686.4	684
1111.44	695.8	699
1111.8	695.8	683.6
1112.19	691.6	701.2
1112.58	700	695.4
1112.94	690.2	688.2
1113.33	688.4	687.8
1113.7	680.6	682.8
1114.09	687.4	681.4
1114.45	692.6	682.4
1114.84	700.6	687.6
1115.21	693.2	695.2
1115.6	693	692.6
1115.96	696.8	696.8
1116.35	697.2	697
1116.72	675.2	681.8
1117.11	698.6	687.6
1117.48	676	682
1117.85	686.4	683.8
1118.24	696.2	699.4
1118.6	687.6	694
1118.99	683.2	682.8
1119.36	691.2	693.8
1119.73	689.8	685.8
1120.12	693.2	685
1120.49	678.8	676.8
1120.86	683	694.2
1121.25	683.2	678.2
1121.62	674.6	678.4
1121.99	676.8	680.8
1122.38	692	692.6
1122.76	694.8	684
1123.13	682.8	680.4
1123.5	694.8	687
1123.89	693.4	692.6
1124.26	678.6	677.4
1124.63	691.2	684.2
1125	677.2	683.2
1125.4	673.6	665.8
1125.77	684	678.8
1126.14	674.6	667.8
1126.51	674.4	682.2
1126.88	681.2	681.2
1127.26	679.2	675.4
1127.63	666	670.2
1128.02	678.8	685.6
1128.4	681.4	682.4
1128.77	681.8	686.6
1129.14	676	670.6
1129.52	678.4	675.4
1129.89	679.4	685.6
1130.26	674.2	679.4
1130.64	677.4	669
1131.01	674.4	672.4
