#lambda/nm	DC	C1
663.695	8301.6	8267.8
664.094	8091.2	8121.6
664.514	7986.4	7960.4
664.934	7835.8	7793.2
665.333	7730.8	7678.4
665.753	7590.4	7542.6
666.152	7443.4	7407.8
666.572	7329.2	7298.4
666.993	7162.6	7180.4
667.392	7000.8	6984.6
667.812	6859	6834.2
668.212	6705.8	6728.2
668.632	6603	6560.8
669.053	6466.4	6398
669.453	6347.2	6316.8
669.874	6222.4	6151
670.273	6094.8	6051.2
670.694	5992.4	5972.4
671.116	5882.8	5823.2
671.515	5791	5768
671.937	5659.8	5675.8
672.337	5607.2	5621
672.758	5563.4	5534.2
673.158	5528.2	5518
673.58	5504.6	5477.6
673.98	5568	5496.4
674.402	5594.4	5568
674.824	5629	5606.4
675.224	5640.8	5616
675.646	5681.2	5665.6
676.047	5749.2	5788.6
676.469	5835.6	5794.6
676.869	5839.2	5827.6
677.292	5858.8	5870.4
677.693	5910	5863.2
678.115	5890.2	5858.8
678.516	5843.6	5831.4
678.939	5792.6	5725.4
679.34	5666.2	5664.8
679.762	5594.6	5558.6
680.164	5506.4	5474.6
680.586	5381.2	5361
680.988	5363.8	5356.2
681.411	5451.2	5452
681.812	5667	5641.4
682.236	5970.8	5919.8
682.637	6313.4	6292.4
683.061	6668.2	6637.2
683.462	7035.2	7019.6
683.864	7334.8	7330
684.288	7605.8	7549.6
684.69	7732.6	7729.8
685.114	7823.2	7747.6
685.516	7607	7588
685.94	7251.2	7218.4
686.342	6927.4	6900.6
686.766	6583.2	6567.8
687.168	6306	6292.6
687.571	6264.8	6215.6
687.995	6244.6	6229.2
688.398	6203.4	6183.8
688.822	6220.2	6215
689.225	6250	6210.6
689.628	6245.6	6257
690.052	6276.6	6257.2
690.456	6240	6176
690.88	6044.8	6055
691.284	5730	5697.4
691.687	5356.2	5342.4
692.112	4961	4927.4
692.515	4613.2	4614.8
692.919	4285.4	4277.6
693.344	4025.6	4000.8
693.747	3753.2	3745.2
694.173	3544.2	3531
694.577	3424.6	3378.4
694.98	3269.8	3251.4
695.406	3165.6	3139.2
695.81	3088.2	3064
696.214	3034.6	3008.6
696.64	3036.8	3026.8
697.044	3081.6	3060.4
697.448	3200.4	3188.8
697.874	3346.2	3354
698.279	3589.6	3600.8
698.684	3925.8	3934.6
699.11	4445.4	4433.8
699.514	5241.4	5268.8
699.919	6387.4	6349.8
700.324	7801.2	7809.8
700.75	9334.6	9333.6
701.156	10944.6	10888
701.561	12650	12650.2
701.987	14684.2	14702.2
702.393	17002.8	16900.2
702.798	18925	18847.4
703.203	20381	20325.2
703.63	21322.6	21231
704.036	21742.6	21722.2
704.442	22076.2	22074.4
704.847	22512	22457.2
705.274	22894.4	22906.6
705.68	22999.2	22901.8
706.086	22517.8	22412.6
706.492	21923.8	21859
706.92	21435.8	21347.4
707.326	20915.4	20799.4
707.732	20355.6	20208
708.139	19491.6	19441
708.545	18266.2	18171.6
708.973	16680.2	16629
709.38	14883.2	14871.8
709.786	13118.6	13096.6
710.193	11499	11508.6
710.6	10044	9970.2
711.028	8675	8643.4
711.435	7540.8	7545.2
711.842	6573.8	6603.6
712.249	5744.4	5751
712.656	5080.8	5072
713.064	4521.2	4491.8
713.492	3996.2	3984.8
713.9	3563.8	3541.6
714.307	3204	3210.6
714.715	2909.4	2912.6
715.123	2678.8	2679.4
715.53	2492.6	2459.6
715.938	2371.8	2342.2
716.367	2261.2	2233.4
716.775	2168	2153.2
717.184	2106.4	2114.4
717.592	2077.8	2051.8
718	2035	2040.6
718.408	2038.4	2035.2
718.816	2035	2022.4
719.225	1959.2	1952.2
719.633	1954.8	1939.2
720.042	1919.2	1923
720.472	1915.2	1894.2
720.881	1917	1909.2
721.29	1883.2	1876.2
721.699	1870	1860.4
722.108	1864	1859.2
722.517	1830.2	1841.6
722.926	1820.6	1806.2
723.335	1816.6	1818.2
723.744	1781.6	1772.4
724.154	1776.8	1761.6
724.563	1758.4	1748.4
724.973	1751.6	1728.8
725.382	1743.6	1715.8
725.792	1691.4	1676.6
726.202	1655.2	1649.6
726.612	1654.2	1665.2
727.022	1619.8	1601.2
727.432	1591.6	1599.8
779.813	1576	1576.6
780.223	1589.2	1605
780.634	1534	1532.2
781.044	1518.2	1511.4
781.454	1482.8	1488.6
781.865	1495.8	1484.4
782.276	1459.2	1464.2
782.686	1464.6	1452.2
783.097	1460.4	1442.6
783.508	1440.6	1431.6
783.919	1447	1427.2
784.33	1448.6	1449
784.741	1459.8	1463.2
785.152	1473.4	1447.8
785.563	1478.8	1500.2
785.974	1552.2	1555
786.386	1615.8	1628
786.776	1633.8	1656
787.188	1707.4	1705.2
787.599	1737.6	1736.8
788.011	1803	1788.2
788.423	1796.2	1769.2
788.835	1784.2	1787
789.247	1770	1763.2
789.659	1732.8	1750.8
790.071	1704.4	1711
790.483	1708.2	1709.6
790.874	1633.6	1626.6
791.286	1621	1602.6
791.699	1585.2	1570.8
792.111	1570.4	1569
792.524	1533.2	1533.4
792.937	1500.8	1503
793.349	1464.6	1449.8
793.741	1419.4	1428.2
794.154	1393.6	1409.4
794.567	1381.8	1382.4
794.98	1363.6	1345.4
795.393	1318.4	1304.8
795.785	1320.6	1314.6
796.198	1287.8	1281.2
796.612	1272.8	1291.6
797.026	1253.8	1243.4
797.439	1217.8	1216.6
797.831	1217	1208.6
798.245	1200.4	1181.8
798.659	1180.2	1179.4
799.073	1173.2	1160.2
799.487	1150.2	1152.8
799.88	1142.2	1136.4
800.294	1155.2	1164.8
800.708	1221.2	1212
801.123	1287.8	1282
801.516	1445.6	1408.8
801.93	1652.2	1608.8
802.345	1939.2	1875.8
802.76	2209	2099
803.153	2448.2	2347.4
803.568	2659	2503
803.983	2780.8	2645
804.377	2893.8	2727.6
804.792	2938.8	2803.2
805.207	2925.6	2758.8
805.601	2763.2	2615
806.016	2594.6	2459
806.432	2369.8	2276.2
806.826	2241	2145
807.242	2077.8	1976.8
807.658	1942.8	1860
808.052	1813	1729.8
808.468	1699.8	1642.6
808.884	1618.8	1529.8
809.279	1512.4	1476.2
809.695	1467.4	1447
810.111	1441.8	1398
810.506	1396	1360
810.922	1395.4	1347.6
811.339	1343.4	1328
811.734	1346.2	1324.6
812.151	1329.6	1315.6
812.546	1341.4	1298.2
812.963	1338	1297.8
813.38	1360	1340
813.776	1347.2	1290.4
814.193	1338.4	1312.4
814.589	1271.6	1260.6
815.006	1265.4	1254.6
815.402	1253.8	1239.2
815.82	1242	1232.2
816.237	1221.4	1207.8
816.633	1198.6	1199
817.051	1173.8	1177.4
817.448	1154.4	1166.8
817.866	1139.6	1107
818.262	1136.2	1138.4
818.68	1103.6	1075.6
819.077	1066.4	1059.6
819.495	1037.6	1038.8
819.892	1059.8	1063.6
820.311	999.6	987.6
820.708	975	983.2
821.127	968.8	965.4
821.524	964.6	966.8
821.943	957	960.8
822.34	965.8	957
822.759	953.8	939.2
823.157	916.4	926
823.576	938.8	922
823.974	930.8	927.6
824.393	1024.8	1032.6
824.791	917.6	909.2
825.189	919.6	913.4
825.609	949.4	945.6
826.007	968	962.6
826.427	982.2	972.2
826.826	1006.2	994.2
827.246	1040	1002.2
827.644	1028.6	1011.8
828.043	1084.6	1050.6
828.463	1055.6	1041.6
828.862	1073.2	1037.8
829.261	1035.4	1025.4
829.682	1011.4	978.4
830.081	1007.8	978.4
830.502	966.6	953.2
830.901	965.4	947.8
831.301	944.2	939
831.722	926.8	917.4
832.121	945.6	917
832.521	914.4	903.8
832.943	911	898.6
833.342	904.8	896.8
833.742	901.6	897.6
834.164	902.4	890.6
834.564	895.4	894.8
834.965	899.2	900.2
835.386	894.6	892.2
835.787	888.8	886.2
836.188	897.4	879.8
836.588	901.6	898.2
837.01	891.6	883.8
837.411	882.2	876.4
837.812	894.8	892
838.213	897.8	884
838.636	882.6	868.4
839.037	954.6	953.4
839.438	884.6	887.4
839.84	890.4	879.2
840.263	906	888.6
840.664	894.8	886.8
841.066	898.8	893.2
841.468	902.4	901.6
841.891	906	887.2
842.293	934.4	915
842.695	927.2	935.8
843.098	946.2	946.4
843.5	951.8	936.4
843.902	970.8	965.4
844.326	1000	992.2
844.729	1020.2	1022.4
845.131	1067.8	1047.2
845.534	1075.4	1057
845.937	1104.8	1079.8
846.34	1130.6	1100.6
846.764	1107.8	1095.2
847.167	1130.2	1114.2
847.571	1120	1107
847.974	1150.4	1137.4
848.377	1250	1223.4
848.781	1583.2	1509
849.184	1963.2	1850.4
849.588	2324.2	2215.2
849.992	2745.2	2562
850.396	3094.4	2884.8
850.821	3445.2	3194
851.225	3706	3440
851.63	3907.8	3633.6
852.034	3976.2	3706.6
852.438	3845.2	3557.2
852.843	3658.8	3419.4
853.247	3233.6	2995.2
853.652	2922.8	2743.6
854.057	2674	2513.4
854.462	2402.8	2268.4
854.867	2192.6	2052.2
855.272	2003.2	1918.6
855.677	1849.6	1751.4
856.082	1769.2	1678
856.487	1700.8	1614.6
856.893	1645.8	1579
857.298	1587.8	1512.6
857.704	1537.6	1480.2
858.11	1511.8	1442.6
858.516	1465.4	1405.2
858.922	1415.2	1377.4
859.328	1395.4	1362.8
859.734	1317	1277
860.14	1251.2	1208.2
860.525	1206.4	1170.4
860.931	1142.6	1125.8
861.338	1116	1089
861.745	1084.4	1056.4
862.151	1060.8	1032.2
862.558	1063.4	1054.2
862.965	1081.2	1069.8
863.372	1125.2	1102.6
863.779	1157.2	1130
864.186	1221.2	1192.6
864.572	1243	1209.4
864.98	1297.4	1262
865.387	1363.2	1316.6
865.795	1418.4	1371.6
866.203	1530.8	1476
866.61	1577.8	1497
867.018	1652	1563.4
867.405	1690.4	1627.8
867.813	1757.6	1632.8
868.221	1748.8	1664.6
868.63	1764.8	1681.8
869.038	1780.4	1714.6
869.425	1745.2	1658.6
869.834	1604.8	1531.4
870.243	1511.8	1443
870.652	1417.6	1363.6
871.039	1341.2	1292.8
871.448	1270.4	1232.6
871.857	1184.2	1155.2
872.266	1139.4	1107.8
872.654	1085.8	1054.2
873.064	1065.2	1022.6
873.473	1012.2	998.8
873.883	977.4	964.4
874.271	943	933.6
874.681	930.2	924.2
875.091	884.8	873.4
875.48	896.8	889.6
875.89	877	873.2
876.3	850.6	840
876.689	845	828.8
877.1	848	831.2
877.51	845.4	845.8
877.9	879.2	880.6
878.31	866.6	851.4
878.721	907.6	889.8
879.111	876.8	864.2
879.522	870.2	857.2
879.933	863	855.4
880.323	857.2	854.2
880.734	863.8	846.4
881.125	858.2	858
881.536	849.4	840.2
881.948	844.4	843.8
882.338	850.2	835
882.75	845.6	840
883.141	830.4	831
883.553	828.8	834.6
883.944	853.4	853.2
884.356	832.8	828.6
884.769	836.4	828.4
885.16	864.6	852.6
885.573	863.4	862
885.964	874.2	871.4
886.377	900	890
886.768	904.8	897.4
887.181	909.2	927
887.573	923.6	917
887.987	955.4	940.4
888.378	946.4	943.2
888.792	921.4	905.8
889.184	957.8	937.6
889.598	898.8	876.2
889.99	874.2	868.8
890.383	855.4	851.6
890.797	847.4	825.8
891.19	848.8	833.8
891.604	816.6	807.6
891.997	804.6	792.6
892.411	801.2	797.8
892.805	804.6	793.6
893.198	791	779
893.613	769.4	772.2
894.006	784.2	770.4
894.421	763.6	762.8
894.815	765	752.4
895.209	756.6	764.8
895.624	804.8	802
896.018	790.6	783.4
896.412	766.4	758.6
896.828	776.2	762.8
897.222	781	784.6
897.617	767.8	772.2
898.033	804.2	791.6
898.427	785.4	783
898.822	775.4	777.8
899.239	772	766
899.634	769.8	774.2
900.029	789.8	785.2
900.424	780.6	763.8
900.841	752.8	748.2
901.236	785.2	777.2
901.632	769.6	777.2
902.027	827	816
902.445	766.6	770
902.841	753.6	755.8
903.237	744.2	756.6
903.633	769.2	754.4
904.05	752.6	754.4
904.447	749.6	749.4
904.843	758	755.4
905.24	740.4	750
905.636	737.8	741.8
906.033	750.6	746.2
906.451	761.2	752.2
906.848	731.8	734.4
907.246	754.4	752.8
907.643	759	752.6
908.04	765.6	754
908.438	803	788.2
908.835	859.6	856.6
909.254	958.8	936.8
909.652	1069.4	1047.4
910.05	1184.2	1119.8
910.448	1287.2	1223.4
910.846	1365.8	1322
911.244	1462.8	1387.2
911.643	1529.2	1475.4
912.041	1573.6	1488.4
912.44	1571.6	1498.8
912.839	1470.6	1407.6
913.237	1405.6	1333.6
913.636	1318.2	1271.2
914.035	1268.4	1217.2
914.434	1188.6	1139.2
914.834	1146.4	1107.6
915.233	1076	1050.2
915.633	1024.4	1010
916.032	984.4	975.2
916.432	963	940.2
916.832	939.6	934.2
917.232	902.8	880
917.632	867	859
918.032	867.2	846.4
918.432	820.2	817.8
918.833	804.6	797
919.233	780	778.8
919.634	769.2	764.4
920.035	771.2	757.6
920.436	753.8	745.8
920.837	754.6	756
921.238	756.8	759.6
921.639	756.2	754.8
922.019	780	778.4
922.42	853.8	840.6
922.822	951.8	923.4
923.224	1042.4	1012.6
923.625	1144.6	1096.2
924.027	1241.4	1184.8
924.429	1341.4	1274.8
924.81	1410.6	1333.2
925.212	1473.4	1395.6
925.615	1488.6	1412
926.017	1463.8	1389.8
926.42	1412.8	1344.2
926.801	1339.4	1288.6
927.204	1277.2	1219.4
927.607	1221.4	1165.6
928.01	1159.2	1117.8
928.413	1088.4	1062
928.795	1041.6	992.8
929.199	998	963
929.602	966	952.4
930.006	932	910
930.388	897	886
930.792	906.8	867.2
931.196	861.2	835.2
931.579	868.8	863.6
931.983	805	793.2
932.388	841	832
932.771	769.4	773
933.176	750	740.4
933.58	759.2	742.6
933.964	745.8	743.2
934.369	720	714.4
934.774	738.8	737.6
935.158	720.6	725.2
935.563	724.8	720.8
935.947	735.6	715.8
936.353	733.4	725.2
936.759	720.2	706.6
937.143	731.8	714.8
937.549	718	718
937.934	733.6	725.2
938.34	746.8	741.6
938.746	716.2	704.4
939.131	718.2	712.4
939.538	706.8	714.6
939.923	728.4	722
940.33	730	718.8
940.716	731.2	734.4
941.123	738.8	743
941.508	745.8	733.2
941.916	757.4	752.2
942.302	752.6	740.4
942.709	734.2	736
943.096	739	733.8
943.503	744.2	742
943.89	744.2	728.6
944.298	728	721.2
944.685	765	748.4
945.072	728	709.4
945.48	735	734
945.867	728.8	714
946.276	727.8	709.4
946.663	750.4	736.4
947.051	734.2	726.2
947.46	719.2	726.2
947.848	729.4	709.2
948.257	716.2	705.6
948.645	722.6	706.6
949.033	712.4	705.8
949.443	701.4	705.4
949.831	759	746.8
950.22	703.6	701.8
950.63	720.8	713.8
951.018	747.2	742.2
951.407	715	712.6
951.796	717.6	711.8
952.207	727.4	730.8
952.596	730.6	734.4
952.985	715.2	712
953.375	764.4	771.2
953.786	723.2	715.8
954.176	719.4	700.2
954.566	720.2	715
954.956	706.4	697.6
955.367	712	720
955.758	740.2	728.6
956.148	707.4	708.4
956.539	721.6	714.6
956.929	704.2	707.8
957.341	695.8	698.2
957.732	708.6	691.4
958.123	711.4	713.2
958.515	697.8	701.6
958.906	707.6	710
959.297	709.8	699.4
959.689	703	702
960.102	699.6	697
960.494	710.4	700.8
960.886	702	693.2
961.278	711.8	699.8
961.67	724.6	735.8
962.062	745.8	739
962.455	693.2	699.6
962.847	700.8	691.8
963.24	701.6	696.2
963.633	705.6	700.2
964.026	708	681.6
964.419	707.4	701.4
964.812	717	705.6
965.206	703.2	695.6
965.599	704.8	706.4
965.993	702.8	705.8
966.386	696.4	694
966.78	718.8	711
967.174	710.8	720
967.569	696.8	696
967.963	707.2	697.4
968.357	696.4	693
968.752	703.2	693.4
969.146	700.6	697.4
969.541	699	691.2
969.936	708	697
970.331	703.2	696.4
970.705	709.8	703.8
971.1	699.4	699.2
971.496	713	715.8
971.892	694	696
972.287	697.8	702.2
972.683	697.8	702.8
973.079	695	701.8
973.454	714.6	713
973.85	703.6	707.4
974.247	714.4	708.6
974.643	731.2	721.8
975.04	701.6	701.4
975.415	696.2	694.6
975.812	689.8	684.8
976.209	700.2	693.8
976.607	690	687.8
976.982	705.6	705.8
977.38	716.8	714.8
977.778	703.6	706.2
978.175	692	697.8
978.552	696.2	716.2
978.95	701.4	692.6
979.348	700.8	704.4
979.725	748.2	741.4
980.123	692.4	696.8
980.522	698	689.8
980.899	695.2	691.4
981.298	693	699.4
981.697	694.4	699.8
982.075	700.6	700.4
982.474	695.6	692.6
982.852	692.4	703.4
983.251	690.4	696.4
983.651	694.6	696
984.029	700.4	696.6
984.429	695.8	699.8
984.808	684.4	683.4
985.208	697	694
985.609	684.4	689.8
985.987	677.8	682.6
986.388	700	694.6
986.768	703.2	693
987.168	693.6	695.6
987.548	697	711.2
987.949	706.6	711.8
988.329	700.2	706.4
988.731	687.8	687.2
989.111	707.8	701.8
989.491	707	705.2
989.893	700.6	711
990.273	719	702
990.676	702.8	701.8
991.057	696.2	691.2
991.459	702.8	695.4
991.84	693.2	696.4
992.221	696.6	686.6
992.624	716.2	727.2
993.006	705.4	707.2
993.388	704.4	703.2
993.791	704.8	714.8
994.173	720.2	711.2
994.576	753.6	743.8
994.959	712	706.2
995.341	724.2	722
995.724	733.6	733.8
996.128	742.6	740
996.511	755	746.4
996.894	759.6	743.6
997.298	758.2	759
997.681	756.6	768.2
998.065	762.4	752
998.448	751.8	746.6
998.854	758.6	758.2
999.237	725.2	746.2
999.621	759.8	736.4
1000.01	757.2	756.6
1000.39	742.4	729.4
1000.8	727.4	725.2
1001.18	731.6	731.2
1001.56	732.4	724.6
1001.95	726	725.2
1002.33	719.8	728.4
1002.72	710.6	715.2
1003.13	713.8	721
1003.51	718.2	703
1003.9	709.8	706.4
1004.28	729	738.4
1004.67	700.4	712.2
1005.06	715.4	708
1005.44	744.2	735.6
1005.83	692.4	694.2
1006.21	708.8	708.4
1006.6	702.4	701.2
1006.99	713.8	716
1007.37	710.6	709.4
1007.76	708.8	714.2
1060.12	693.2	695.4
1060.51	695.8	697.6
1060.89	710.2	709.6
1061.28	715.4	713.6
1061.67	710.8	718.6
1062.06	707	705.6
1062.45	699.4	708.2
1062.83	696.6	695.8
1063.22	719	722.4
1063.61	746	757.8
1064	723.6	707.8
1064.39	703.6	708.2
1064.78	707.8	706.6
1065.14	727.2	720.4
1065.53	723.2	704
1065.92	713	710.6
1066.31	705.8	702.6
1066.7	720.8	725.6
1067.09	728.8	736.2
1067.46	726.6	723
1067.85	722.2	731.4
1068.24	714.2	716.6
1068.63	729	732.2
1069.02	726.2	723.2
1069.39	742.8	740.6
1069.78	734	735.4
1070.17	724.2	731.2
1070.57	726.2	736.6
1070.93	744.2	746.2
1071.33	746.2	735.6
1071.72	755.4	757.2
1072.11	748.6	749.6
1072.48	753.6	762.6
1072.87	779.4	777.6
1073.26	787	784.8
1073.64	793.8	779
1074.03	799.2	797.2
1074.4	812.8	808.8
1074.79	828.6	821.2
1075.19	840.2	835.6
1075.56	852.6	845.8
1075.95	868.6	858.2
1076.34	886	887
1076.72	902.6	916.2
1077.11	939.8	936.2
1077.48	970.2	973
1077.88	991.8	993
1078.25	1016	1031.6
1078.64	1092.8	1086.6
1079.02	1170.4	1151.8
1079.41	1339.2	1357.4
1079.78	1559.2	1557.6
1080.18	1797.8	1809.8
1080.55	2137.6	2149
1080.95	2318.8	2331
1081.32	2570.4	2560.4
1081.72	2771.4	2793.6
1082.09	2944	2977.4
1082.49	3026.2	3058.8
1082.86	3040	3040.6
1083.24	2947.6	2939.4
1083.63	2788.6	2776.8
1084.01	2662.6	2656.8
1084.38	2495.4	2518.4
1084.78	2342.4	2368.8
1085.16	2249.6	2244.4
1085.55	2119.8	2118.4
1085.93	2007.2	2032.8
1086.31	1880	1879.6
1086.7	1799.8	1813.4
1087.08	1670.8	1659.6
1087.46	1560.8	1563.4
1087.83	1454	1469.2
1088.23	1398.6	1401
1088.61	1331.4	1315.2
1088.99	1273.6	1265.6
1089.36	1200.6	1183.6
1089.76	1133.8	1144.4
1090.14	1092	1091
1090.52	1056.2	1052
1090.9	1007.2	1008.6
1091.27	976.8	975.6
1091.67	969.8	964.4
1092.05	920	908.4
1092.43	892.4	889.6
1092.81	880.4	870.4
1093.19	860	852.2
1093.57	829.4	830.6
1093.95	808.8	814.2
1094.35	815.8	819.6
1094.73	808.8	798
1095.11	781.6	779.8
1095.49	776	776.6
1095.87	770.2	753
1096.25	774.2	763.6
1096.63	766.4	766.8
1097.01	747.8	746.8
1097.39	752.8	754
1097.77	743.6	736.8
1098.15	734.6	733
1098.53	727	723.6
1098.91	732.4	718.2
1099.29	730.2	718.4
1099.68	734.6	729.4
1100.06	726	718.6
1100.44	709.8	710.2
1100.82	720.6	708.2
1101.18	725.4	721
1101.56	705.8	705.6
1101.95	706	704
1102.33	710.4	701.4
1102.71	708	702.6
1103.1	695.4	696.2
1103.48	699.8	700.4
1103.86	697.8	696.8
1104.22	706.2	706.4
1104.61	694.6	698.8
1104.99	701.2	690.4
1105.38	696.6	686.4
1105.76	702.8	705.4
1106.12	695.8	693.6
1106.51	730.8	733.8
1106.89	700	702.2
1107.26	700.4	690.4
1107.64	707.2	708
1108.03	690.8	696
1108.41	692	700
1108.78	690.2	692.2
1109.16	694.6	687.2
1109.55	694.8	693.8
1109.91	682.4	678.2
1110.3	679.2	676.8
1110.69	694.8	697
1111.05	693.8	685.4
1111.44	696.2	688.6
1111.8	697.2	682.4
1112.19	691.6	698.4
1112.58	693.8	685.2
1112.94	693	687.4
1113.33	685.4	681
1113.7	691.6	676.2
1114.09	686.6	681.6
1114.45	676.6	679.6
1114.84	686.8	688.2
1115.21	698.8	689.4
1115.6	682.6	676.6
1115.96	689.8	692.6
1116.35	694	693.4
1116.72	678.6	676.6
1117.11	697.2	696.2
1117.48	682.6	689.2
1117.85	686.6	687.4
1118.24	697.8	694.6
1118.6	679.8	688.2
1118.99	675.6	681
1119.36	694.2	686.8
1119.73	686.2	695.4
1120.12	681.6	683.6
1120.49	678.8	671.4
1120.86	690.2	691.4
1121.25	682	683.4
1121.62	671.6	666.8
1121.99	675.4	676.4
1122.38	690.6	701
1122.76	684.6	678
1123.13	684.2	674.6
1123.5	689	689.6
1123.89	699	696
1124.26	675.6	666.2
1124.63	683.8	683.8
1125	679.2	685
1125.4	675.6	671.4
1125.77	680.6	669.6
1126.14	663.4	669.2
1126.51	674.4	676.8
1126.88	687.4	686.4
1127.26	675.6	677.4
1127.63	666.6	668.8
1128.02	674	676.4
1128.4	676	679.2
1128.77	676.8	682
1129.14	678.2	675.6
1129.52	674	677.6
1129.89	679.4	685.4
1130.26	667.4	675.2
1130.64	663.6	668.8
1131.01	671	679.8
