#lambda/nm	DC	C1
426.419	5076.8	5268.2
426.806	5215	5401.6
427.214	5363.8	5581.8
427.623	5527.2	5720.4
428.031	5722.6	5906
428.44	5873.4	6079
428.848	6057.2	6272.6
429.235	6244.4	6492.2
429.644	6453.8	6642.8
430.053	6578.4	6864.2
430.461	6810.6	7092.8
430.87	6991.8	7227.6
431.279	7180.8	7397.6
431.666	7325	7606.8
432.075	7481.6	7757.6
432.484	7710	8003.8
432.893	7880.6	8155.8
433.302	8100.2	8395.6
433.711	8309.2	8623.6
434.099	8492.8	8780
434.508	8706	9044
434.918	9079.6	9417.4
435.327	9750.2	10094.2
435.737	11198	11637.4
436.125	14597	15186.6
436.534	20704.8	21678.6
436.944	30145.4	31555.2
437.353	40474.8	42371.4
437.763	49929	52415.6
438.173	58390.4	61257.8
438.561	64408.2	66265.6
438.971	69467.6	71067
439.381	69861.4	70707.4
439.791	72699.4	73889.2
440.201	70894.2	72280.6
440.589	67401.4	70132.2
440.999	59826	62618.8
441.409	51635.8	54129
441.819	43480.2	45400.4
442.23	35907.6	37395.8
442.619	29010	30309.8
443.029	23597.6	24634.2
443.439	19741	20551.4
443.85	16971.6	17658
444.26	14995.2	15584.2
444.649	13741.6	14251.8
445.06	13045.6	13559.8
445.471	12849.2	13291.2
445.881	12805.4	13195.8
446.292	12883	13262.8
446.682	12919.6	13315.4
447.092	12924.2	13362.2
447.503	13095.4	13521.4
447.914	13130.8	13546.2
448.325	13175.4	13630.2
448.715	13198.4	13699.8
449.126	13283	13760
449.537	13403.6	13885.6
449.948	13447.4	13903.6
450.338	13502.8	13953
450.75	13614.6	14060.4
451.161	13663.2	14137.2
451.572	13692.4	14131.4
451.984	13706	14172.8
452.374	13793.6	14204.2
452.786	13808	14302.4
453.197	13832.4	14327.4
453.609	13873.8	14336
453.999	13849	14357
454.411	13903.2	14353.8
454.823	13943.8	14373.4
455.235	13926.4	14444
455.647	13907	14407.8
456.037	13942.2	14450.8
456.449	13944	14401
456.862	13941.6	14427.2
457.274	13915.2	14421
457.665	13908.6	14332.8
458.077	13869	14364.6
458.489	13839.6	14328.8
458.902	13788.6	14233.4
459.293	13782.8	14212.8
459.705	13711	14177.8
460.118	13688.8	14117.6
460.53	13619.8	14109.6
460.921	13565.8	14030.8
461.334	13528.6	13923.8
461.747	13446.2	13932.8
462.16	13380	13857
462.551	13322.2	13814
462.964	13288.2	13704.4
463.377	13175.2	13572
463.79	13136.6	13522
464.182	13082.6	13516.2
464.595	12995.2	13442.2
465.008	12896.4	13334
465.421	12892.8	13249.6
465.813	12792.8	13216
466.226	12732.6	13181.2
466.64	12665.6	13111
467.053	12665.4	13043.8
467.445	12580.8	13017
467.859	12499	12947.4
468.272	12493	12847
468.686	12432.4	12878.4
469.078	12329.6	12811.6
469.492	12279.4	12703.2
469.906	12220.6	12635.6
470.298	12142.8	12529.4
470.712	12013.6	12431.6
471.126	11996.4	12377.6
471.54	11749.8	12130.6
471.933	11580.4	12024
472.347	11531.4	11849.2
472.761	11377.4	11724.2
473.175	11225.6	11614
473.568	11158.6	11499.4
473.982	10979.6	11379.4
474.397	10915.6	11255.6
474.79	10792.2	11192.4
475.204	10752.6	11076.8
475.619	10699.2	11010.2
476.033	10522	10962.2
476.426	10442.4	10779.8
476.841	10331.6	10674
477.256	10282.2	10578.2
477.649	10098.8	10462.8
478.064	10021.8	10371.2
478.479	9874.6	10221.4
478.872	9753.8	10070.8
479.287	9643.4	10023
479.702	9584	9945.6
480.118	9580	9931.6
480.511	9530.2	9871.2
480.927	9572.6	9880.6
481.342	9576.8	9897.4
481.736	9719.4	10028.4
482.151	9819.6	10185
482.566	10098	10451.2
482.96	10435	10835
483.376	10961.2	11374.2
483.792	11556.8	12017
484.186	12513.8	13023.6
484.602	13652.8	14209.4
485.017	15058.8	15647.8
485.412	16738.4	17353.8
485.827	18798.4	19553.4
486.243	21151.6	21899.6
486.638	23825	24711.2
487.054	26618.6	27647.8
487.47	29621.2	30713.8
487.865	32535.6	33802
488.281	35460.4	36840.4
488.697	38193.4	39642.6
489.092	40712.6	42249
489.508	42716.8	44289.8
489.925	44471	46085.4
490.32	45580.8	47336.6
490.736	46370.4	48105.8
491.153	46590.8	48409.2
491.548	46597.4	48324.2
491.964	46128.6	47966.4
492.381	45545.8	47240.8
492.776	44604.4	46473.2
493.193	43561.4	45307.6
493.61	42538.8	44094.2
494.006	41263.6	42739.4
494.422	39935.4	41476.8
494.84	38555.6	40083.8
495.235	37313	38672.2
495.652	35922.2	37265.8
496.069	34518.8	35902.8
496.465	33172.4	34493.6
496.883	31874.4	33190.4
497.3	30756.4	31846.4
497.696	29513.8	30569
498.113	28393	29489.6
498.509	27308	28343.2
498.927	26271.8	27255.4
499.344	25316.2	26236.8
499.741	24228	25149.2
500.158	23190.8	24027.4
500.576	22087.4	22941.8
500.973	20962	21751.2
501.39	19780.4	20462.2
501.787	18505.8	19223.4
502.205	17277.8	17900.4
502.623	16013.4	16581.4
503.02	14784	15299
503.438	13560.2	14100.4
503.856	12504.4	12936.6
504.253	11509.2	11948
504.671	10515.4	10896.8
505.068	9699.6	10011.8
505.486	8924	9222.2
505.905	8248	8534.8
506.302	7662.6	7961.6
506.72	7125.8	7429.2
507.118	6685.2	6933.6
507.536	6330.6	6532.8
507.955	5959.6	6158.2
508.352	5704.8	5896.2
508.771	5472.2	5651.8
509.169	5260.8	5417.6
509.587	5076	5273.8
510.006	4952.2	5114
510.404	4819	4988.8
510.823	4734.4	4878
511.221	4650.8	4802.8
511.64	4598.6	4758.8
512.038	4567.4	4722.6
512.457	4520.8	4699.6
512.877	4517	4654.8
513.275	4469.8	4607.6
513.694	4404	4578.8
514.092	4418.4	4541.2
514.512	4408.2	4540.8
514.91	4352	4502.4
515.33	4341.6	4471.2
515.749	4308	4397.2
516.148	4266.2	4388
516.568	4236	4362.6
516.966	4197.8	4321.8
517.386	4140.4	4270
517.785	4070.6	4217.8
518.205	4043.4	4149.4
518.603	4010.2	4106.2
519.024	3946.8	4074.6
519.444	3876	4068
519.843	3874.4	3972.8
520.263	3816.4	3931.2
520.662	3742.6	3854.8
521.082	3716.4	3820.2
521.481	3614.4	3754.2
521.902	3572.4	3711.4
522.301	3522.8	3648.4
522.722	3480.6	3606.2
523.121	3421.8	3540.4
523.542	3370.8	3468.4
523.963	3350.4	3441.6
524.362	3334	3395.8
524.783	3287.6	3370.2
525.183	3231.2	3341.2
525.604	3209.4	3292.2
526.003	3174.4	3286.6
526.425	3152.8	3261.8
526.824	3156	3256.4
527.246	3150.2	3258.4
527.646	3145.2	3232
528.067	3156.6	3255
528.467	3167.8	3261.8
528.888	3194	3297.6
529.289	3210	3292
529.71	3226	3325.8
530.11	3240.6	3348.2
530.532	3244	3370.4
530.932	3282.8	3390.4
531.354	3289	3404.4
531.755	3451.6	3542
532.176	3481.4	3623
532.577	3714	3802.2
532.999	4042.6	4177.2
533.4	4446.6	4640.4
533.822	4893	5076
534.223	5345.4	5508.4
534.645	5810.8	5996.6
535.046	6246	6478.8
535.468	6765.8	7043.4
535.869	7272.2	7526
536.292	7762.6	8021.4
536.693	8266.4	8685.6
537.115	8938.4	9343.8
537.516	9951.4	10308.4
537.939	11254.6	11673.8
538.34	12948.8	13468.8
538.742	15137.2	15694.6
539.165	17805.4	18521
539.566	21309.2	22160.2
539.989	25785.2	26788.8
540.391	31509.8	32927.8
540.814	39036.4	40688
541.216	48936	50890.8
541.639	61038.8	63261.4
542.041	73112.4	74521.4
542.464	77293	77285.8
542.866	77238.8	77232.2
543.268	77191	77185.6
543.691	77148	77142.8
544.093	77109.6	77104.2
544.517	77075	77069.8
544.919	77043.6	77040
545.343	77016.2	77011.6
545.745	76990	76986.6
546.147	76967	76964
546.571	76946.6	76943.6
546.974	76927.8	76925
547.398	76910	76907.8
547.8	76894.8	76892.2
548.224	76881.2	76879
548.627	76868.4	76866.2
549.03	76856.8	76854.6
549.454	76846.8	76844.6
549.857	76838	76835.6
550.281	76829.8	76827.4
550.684	76821.8	76818.8
551.087	76814.4	76812
551.512	76807.8	76805.6
551.915	76801.8	76800.4
552.34	75304.8	76724.8
552.743	71371.8	73309.4
553.146	66069.8	68459
553.571	60773.8	63092
553.975	55674.2	57865
554.399	51070.6	53050.6
554.803	46671.4	48521.4
555.207	42458.6	44129.8
555.632	38276.4	39753.2
556.036	34323.2	35669.6
556.461	30511.2	31694.6
556.865	27076.8	28038.2
557.268	23842.8	24742.8
557.694	21066.6	21793.4
558.098	18526.6	19219.8
558.502	16474	16941.2
558.927	14625.8	15124.4
559.332	13109	13536
559.736	11849.8	12255.4
560.162	10797.4	11186.8
560.566	9970.8	10348.2
560.992	9314.8	9635.6
561.396	8816.4	9023.4
561.801	8344.8	8616.8
562.227	8009	8305.8
562.631	7722.8	7958.4
563.036	7451	7734.6
563.462	7263.4	7507.6
563.867	7075.2	7353.4
564.272	6878.8	7196.6
564.698	6743.8	7001
565.103	6557	6776.8
565.508	6449.8	6628.2
565.935	6239.2	6507.6
566.34	6160.4	6351.8
566.745	6027.4	6244.8
567.172	5887.8	6089.6
567.577	5865	6044.8
567.982	5752.8	5969.6
568.409	5681.8	5909.8
568.815	5602.2	5803.4
569.22	5580.2	5727.8
569.626	5523.2	5759.8
570.053	5485	5672.8
570.459	5458.8	5630.4
570.865	5465	5628.6
571.292	5459.2	5623.8
571.698	5453.4	5628.8
572.104	5455.4	5647.8
572.531	5541.8	5747.4
572.937	5650.6	5850.6
573.343	5764.4	5927
573.75	5894.4	6128.6
574.177	6133.4	6354.8
574.583	6495.6	6732.8
574.99	7113	7427.8
575.396	8285.8	8599.6
575.824	9739.8	10194.2
576.231	11210.2	11748.6
576.637	12664	13343.6
577.065	14460.4	15182.4
577.472	16452.8	17361.4
577.879	18945.8	19951.8
578.286	21432.6	22596.4
578.714	23857.8	25189.6
579.121	26105.6	27483.4
579.528	28031.8	29448.4
579.935	30097.2	31636
580.364	31971.2	33757.6
580.771	34051.8	35825.6
581.178	35918.8	37645.4
581.585	37772.6	39551.4
582.014	39608.2	41475
582.421	41539.2	43271
582.829	43356.8	45071.6
583.236	45068	47055
583.644	46600.4	48548.2
584.073	47903.8	49853.4
584.481	49172	51099.2
584.889	50281.8	52316.2
585.296	51651.8	53595
585.726	53116.8	55139.4
586.134	54595	56667.6
586.542	55858.6	58032
586.95	56898.2	58965.8
587.358	57474.8	59590.8
587.787	57972.4	60130.2
588.196	58003.8	60318.8
588.604	57809.6	59984.8
589.012	56720.6	58956.6
589.421	54947.2	56992.4
589.851	52603.4	54535.4
590.259	50486	52401.6
590.668	48603.4	50477.4
591.076	47122.4	48945.8
591.485	46038	47714.8
591.894	45039.8	46772.8
592.324	44064	45772.4
592.733	43080.6	44736
593.142	42045.2	43595.8
593.551	40935.4	42545.4
593.96	39700.2	41213.8
594.369	38096.2	39580.2
594.8	36091.4	37489
595.209	33897.6	35043.4
595.618	31542	32757.2
596.028	29530.2	30594.4
596.437	27625	28629
596.847	26216.6	27302.4
597.256	25249	26189
597.687	24712.2	25605.4
598.097	24495.2	25421.4
598.507	24341.2	25327.6
598.917	24474.4	25384
599.327	24548.4	25434.8
599.736	24545.2	25492.4
600.146	24383.8	25319.6
600.556	23914.8	24849.4
600.988	23279.8	24148.2
601.398	22308.6	23135.6
601.808	21176.4	21910.4
602.219	19985	20828.8
602.629	18845.2	19643.4
603.039	17857	18527
603.45	17074.2	17711.8
603.86	16308.6	16907.2
604.271	15809.6	16412.4
604.703	15579.2	16197
605.114	15575.8	16245.8
605.525	15899.6	16481.8
605.935	16511.6	17187.8
606.346	17603.6	18289
606.757	19250.2	20099
607.168	21937.2	22878
607.579	26521.2	27614.2
607.99	34704	36213
608.402	49117.6	51034.4
608.813	69587.4	72143.2
609.224	77291.4	77285.6
609.636	77236.4	77232.4
610.047	77187.6	77183.2
610.48	77143.2	77140.4
610.892	77104.2	77101
611.303	77068.4	77067
611.715	77037.2	77035
612.127	77008.6	77006.8
612.539	76983	76982.4
612.95	76960	76959.2
613.362	76938.4	76938.6
613.774	76919.2	76919.8
614.186	76903.2	76903.2
614.599	76888.2	76887.4
615.011	76873.6	76873.8
615.423	76860.6	76861
615.835	76849.4	76849.6
616.248	76839.4	76840.4
616.66	76830.6	76831.8
617.073	75346	76822.6
617.485	68728.6	71200
617.898	62700	65152.2
618.311	58001.6	60192.2
618.723	54613.4	56786.6
619.136	52166.2	54272.6
619.549	50437.2	52471.8
619.962	49391	51203.8
620.375	48449.2	50334.4
620.788	47719	49520.4
621.201	47049.2	48822
621.614	46354.2	48190
622.028	45775.2	47346.2
622.441	44805.2	46614.8
622.854	43996	45778
623.268	43052.2	44742.4
623.681	42109.8	43715
624.095	41027.2	42668.2
624.509	39950.2	41446
624.922	38923.2	40429.6
625.336	37797.4	39292.4
625.728	36812.2	38184.6
626.142	35898.4	37283.2
626.556	35113.4	36496
626.97	34771.4	36137.4
627.384	35126.8	36338.6
627.799	36038.6	37469.6
628.213	37308	38777
628.627	38658.4	40070
629.041	39585.8	41203.4
629.456	40334	41965.8
629.87	40648.2	42251.2
630.285	40463.4	42020.2
630.699	39695.2	41142.8
631.093	37927.2	39473.4
631.507	35471.4	36874.6
631.922	32425	33648
632.337	29275.2	30329.2
632.752	26115.2	27065.6
633.167	23259.6	24186.8
633.582	20639.4	21430.6
633.997	18303	18964.4
634.412	16117.2	16766.4
634.806	14310	14839.6
635.221	12720.4	13193.4
635.637	11435.8	11830.8
636.052	10283.2	10689
636.468	9461	9800
636.883	8724.6	9067.8
637.299	8207.6	8478
637.715	7784.8	8063.4
638.109	7503.6	7784.4
638.525	7276	7514.6
638.941	7118.8	7428.2
639.357	7066.2	7298.8
639.773	6974	7234.8
640.189	6912.6	7186.2
640.584	6952.8	7217.4
641	6987.4	7209.2
641.416	6978.6	7255.2
641.832	7083.4	7313.8
642.249	7127.4	7416.4
642.665	7214.2	7513.2
643.06	7269.2	7545
643.477	7344.2	7571.8
643.894	7385	7617.8
644.31	7342	7632
644.727	7432.2	7708.2
645.123	7431.4	7751.6
645.54	7562.8	7847.6
645.957	7862.4	8139.6
646.374	8439.2	8744.4
646.77	9062.8	9411.2
647.187	9860.2	10193.6
647.604	10482.6	10881
648.021	11115.6	11523.4
648.439	11694.8	12123.4
648.835	12303.6	12709.8
649.252	12700.4	13175
649.67	12957.4	13465.6
650.088	12905.6	13373.2
650.484	12575.2	13059.8
650.902	12174.6	12595.2
651.32	11630.8	12043.2
651.738	11130.8	11510
652.134	10562.4	11004
652.552	9996.8	10358
652.971	9456.4	9814.4
653.389	8898	9203
653.786	8463.6	8725.2
654.204	8043	8308.8
654.622	7616.6	7875.2
655.019	7284.6	7561.8
655.438	7051	7274.4
655.857	6771	7032.4
656.275	6600.4	6734.4
656.673	6345.8	6540.2
657.091	6314	6540.2
657.51	6186	6405
657.908	6374	6597.6
658.327	6669.4	6918.6
658.746	7009.4	7248.4
659.144	7391.6	7566.8
659.563	7754.2	7978
659.982	8008.6	8337.8
660.38	8325.6	8600.8
