#lambda/nm	DC	C1
710.193	660.8	656.8
710.6	644.8	640
711.028	635	632.6
711.435	647.4	640.4
711.842	643.2	646.2
712.249	637.8	629.2
712.656	645.4	640.2
713.064	653.6	655.2
713.492	636.2	637.2
713.9	638	641.4
714.307	648.4	653.2
714.715	645.4	649.6
715.123	645.8	635
715.53	646.2	656
715.938	651.2	654.2
716.367	648.2	642.8
716.775	639.8	639
717.184	643	641.2
717.592	640.2	647.4
718	652.8	661.2
718.408	678.2	682
718.816	687.6	689.2
719.225	639.6	652.2
719.633	637.2	644
720.042	639.4	633.8
720.472	637.8	639.4
720.881	656.4	663
721.29	654.4	657
721.699	635.2	643.4
722.108	644.6	648.8
722.517	644.8	644.6
722.926	639.4	650.4
723.335	653.6	657
723.744	649.6	645.2
724.154	647.4	642.2
724.563	638.2	637.2
724.973	639.8	642.4
725.382	640.4	641.6
725.792	642.4	642.4
726.202	634.8	634.4
726.612	670.4	670
727.022	643.8	648.6
727.432	640.4	637
779.813	641.8	638.8
780.223	696.4	684.4
780.634	645	640.4
781.044	635.8	629.8
781.454	646.4	643
781.865	655.4	661.4
782.276	633.4	640
782.686	649.2	645.2
783.097	644.6	648.2
783.508	652.2	644
783.919	645.8	647.8
784.33	660.4	652.6
784.741	652.6	650.2
785.152	641	642.4
785.563	627.2	629
785.974	635	640.8
786.386	654.8	658.2
786.776	646.2	637.4
787.188	643.4	642.6
787.599	636.2	625.4
788.011	652.8	650
788.423	645.2	640.2
788.835	629.2	646.2
789.247	633.6	632.6
789.659	637.8	640.6
790.071	637.2	633.6
790.483	686.4	685.2
790.874	643	643.2
791.286	656	658
791.699	636.2	628.8
792.111	639.6	643.2
792.524	646.6	647.8
792.937	645	641.8
793.349	626.8	629
793.741	641.8	637.8
794.154	637.6	629.4
794.567	652.8	647.6
794.98	640	636.2
795.393	629.2	627.4
795.785	652.4	660.4
796.198	640.8	639.2
796.612	647.8	648.2
797.026	635.2	636.2
797.439	622.2	623.8
797.831	635.8	637
798.245	631.8	628.2
798.659	647.4	642.6
799.073	641.2	635
799.487	632	624.2
799.88	635.4	638.8
800.294	639	635.8
800.708	637.6	642
801.123	635.8	647.8
801.516	659.2	655.2
801.93	627.4	630
802.345	621.6	627.8
802.76	641.8	644
803.153	641.8	657.2
803.568	646.6	651.8
803.983	644.6	651
804.377	643.8	650.4
804.792	619.8	631
805.207	631.2	624.8
805.601	646	641
806.016	672.2	676.8
806.432	633	630.8
806.826	667.2	671.4
807.242	651.4	655.6
807.658	633.6	638.6
808.052	634.2	634.8
808.468	629.4	634.4
808.884	635.8	628.8
809.279	639.4	637
809.695	649.4	658.2
810.111	663.8	665.6
810.506	638	638.2
810.922	664.4	655.8
811.339	629	636.2
811.734	639.6	653.2
812.151	628.6	643.6
812.546	634.8	627.6
812.963	633.4	631.8
813.38	642.4	644.8
813.776	633.4	639.2
814.193	658.4	661.6
814.589	626.2	635.8
815.006	639	634
815.402	636.2	632.6
815.82	637.2	629.6
816.237	641.2	638.4
816.633	643.8	638
817.051	630.2	620.4
817.448	638.8	634.8
817.866	633.2	626.2
818.262	654.4	657.8
818.68	632	632.4
819.077	638	625
819.495	633.4	635.4
819.892	684.8	670.8
820.311	634	626.6
820.708	636.2	631.2
821.127	636.8	633.6
821.524	653.4	648.8
821.943	642.2	638
822.34	659.4	657.2
822.759	662.8	642.6
823.157	633.2	643
823.576	656.2	657.8
823.974	649.8	647.6
824.393	751.2	756
824.791	631.2	634.4
825.189	620.4	631.8
825.609	628.8	632.6
826.007	632.4	642.6
826.427	626.6	627.4
826.826	637.4	630.4
827.246	645.6	640
827.644	620.2	628.2
828.043	652	643.8
828.463	636.6	639.6
828.862	650.4	649.2
829.261	652.8	654.4
829.682	634.8	625.6
830.081	642.2	656.2
830.502	637	638.2
830.901	649.4	644.8
831.301	634.8	624.8
831.722	627.2	634.4
832.121	641.8	637.6
832.521	637.8	630.2
832.943	635.4	638
833.342	639.2	637.2
833.742	632.8	637.4
834.164	637	637.4
834.564	634	624.8
834.965	639.6	642.6
835.386	635.2	643.2
835.787	642.4	639.6
836.188	634.8	636.4
836.588	641	640.8
837.01	637	636.6
837.411	631.2	633
837.812	646.6	648.8
838.213	641	648.4
838.636	631.2	636
839.037	705.2	711.8
839.438	637.8	642.4
839.84	630.8	628.6
840.263	634.6	652
840.664	640.8	635.8
841.066	638.6	636
841.468	642.8	638.2
841.891	644.4	641
842.293	649	652.4
842.695	644.8	652.2
843.098	649.6	644.4
843.5	633.6	629
843.902	650.8	642.6
844.326	645	651.2
844.729	636.6	643.8
845.131	646.2	655.8
845.534	643	652.4
845.937	649.8	654.6
846.34	653.6	656.4
846.764	641.4	633.4
847.167	644.8	634.2
847.571	631.2	631.4
847.974	633.2	631.8
848.377	633.6	640.6
848.781	688.6	685.8
849.184	653	645.6
849.588	634.6	629.8
849.992	639.2	639.6
850.396	646.8	639.2
850.821	663.4	660.2
851.225	644.8	643.6
851.63	646	641.4
852.034	647	656.8
852.438	639.4	636.2
852.843	772.6	760.8
853.247	631.2	628.6
853.652	625.4	635
854.057	652.8	663
854.462	633	645.6
854.867	644.8	648.6
855.272	671.6	676
855.677	643	649.4
856.082	639.2	632.8
856.487	634.6	631.6
856.893	648	647
857.298	644.4	637.2
857.704	630	631.6
858.11	641.8	641.2
858.516	644.4	641.2
858.922	648	643.4
859.328	648.2	643.6
859.734	640	639.8
860.14	642	644.6
860.525	646.4	645.2
860.931	626.6	628.4
861.338	637	628.2
861.745	643	642.4
862.151	648.6	652.6
862.558	642.8	646.4
862.965	630.8	641.6
863.372	630.4	629.2
863.779	636.4	628.8
864.186	654.6	665
864.572	648.8	638
864.98	657.2	662.4
865.387	673.4	674
865.795	631.4	639.8
866.203	641	650
866.61	632	631.6
867.018	650.2	654
867.405	652.6	650.8
867.813	638.4	641.6
868.221	633.2	640.6
868.63	630.6	637.4
869.038	652	642.2
869.425	684.4	673.4
869.834	639.4	637.8
870.243	629.4	637.8
870.652	627.4	633
871.039	625.6	636.8
871.448	630.6	635.4
871.857	632.8	640
872.266	640.2	640.8
872.654	632.4	644.8
873.064	632.2	629.2
873.473	639.6	653.4
873.883	632.6	636.4
874.271	637.6	633.8
874.681	646.8	651.8
875.091	631.8	630.4
875.48	643.6	649
875.89	658.8	656.4
876.3	626.6	640
876.689	621.2	631.8
877.1	633.4	632.2
877.51	637.6	633.4
877.9	652.6	658.6
878.31	636.8	634.2
878.721	672.6	668.8
879.111	642.8	641.4
879.522	627.6	644.8
879.933	618.4	631.6
880.323	622	631.4
880.734	625.2	633
881.125	639.4	645.6
881.536	636	639.2
881.948	622.6	631.2
882.338	640	638.2
882.75	650.2	649.4
883.141	642.2	633.2
883.553	653	646
883.944	673.4	664
884.356	649.4	650.6
884.769	639.4	640.8
885.16	638.8	634.2
885.573	632.6	634.6
885.964	639.2	628.6
886.377	641.6	636
886.768	636.6	637
887.181	634.8	639.8
887.573	626.2	626.2
887.987	655.8	644.8
888.378	647.8	655.8
888.792	643.6	649.2
889.184	678	693.8
889.598	627.4	634.6
889.99	642.8	645
890.383	626.4	625.6
890.797	636.6	628.8
891.19	651.6	652.4
891.604	635	635.4
891.997	628.6	635.8
892.411	630	632.4
892.805	632.2	635.4
893.198	630.8	629.2
893.613	621.6	622.6
894.006	634.4	639.4
894.421	625.4	633.8
894.815	625.2	636
895.209	631.6	629.8
895.624	683.4	678
896.018	646	651.8
896.412	634.6	634.4
896.828	629	627.8
897.222	637.2	646.6
897.617	639.2	634
898.033	659.4	648.2
898.427	647.8	639.2
898.822	633	639.2
899.239	625.6	621.2
899.634	632.6	624.6
900.029	653	653.2
900.424	626.6	631.2
900.841	624.2	625.6
901.236	644.4	641.8
901.632	649.4	643.8
902.027	695.8	697.8
902.445	643.8	641.2
902.841	639.8	630.6
903.237	630.6	640.6
903.633	652.2	651.6
904.05	637	647.8
904.447	641.4	640.8
904.843	645.8	652.4
905.24	635.4	631
905.636	621	631.4
906.033	636.4	633.4
906.451	647.2	652
906.848	625	624.6
907.246	629.2	632.6
907.643	627.4	644.6
908.04	636	635
908.438	644.8	649.4
908.835	644.4	641.6
909.254	628.8	633.2
909.652	644.2	634.6
910.05	635.8	634
910.448	633	623.6
910.846	636.6	636.2
911.244	620.4	624.6
911.643	641.2	638
912.041	637.4	639
912.44	652.2	656.6
912.839	636	629.6
913.237	639	627.8
913.636	628.6	628
914.035	639.8	638.2
914.434	631	639.2
914.834	652.8	646
915.233	640.8	648.6
915.633	636.2	627.4
916.032	632.2	629.8
916.432	633	627.6
916.832	648.6	646.8
917.232	631.8	622.6
917.632	621.8	625.4
918.032	649.2	629
918.432	633.2	633.4
918.833	630.8	628
919.233	633.8	628
919.634	622.2	623.8
920.035	645.4	640.4
920.436	624.2	631.8
920.837	640.4	628.8
921.238	632.4	631.8
921.639	639.4	616.4
922.019	639.2	638.6
922.42	646.4	630
922.822	637.8	630.2
923.224	636.8	626.4
923.625	634	632.6
924.027	636.2	635.6
924.429	663.8	660.8
924.81	636.6	628.6
925.212	649.6	643
925.615	633.2	632.4
926.017	638.2	633.6
926.42	638.8	648
926.801	649.2	646.6
927.204	629.6	630.2
927.607	644.8	642.2
928.01	654.2	647.2
928.413	633.4	645.6
928.795	617.8	622.2
929.199	627.6	638
929.602	636	638.2
930.006	626.2	628.4
930.388	627.8	636.6
930.792	647.4	635.2
931.196	633.8	634
931.579	668.6	675
931.983	626.6	633.2
932.388	680.8	687.8
932.771	633.8	626.6
933.176	618.4	624
933.58	641	635.8
933.964	636.6	643
934.369	624.6	622.2
934.774	639.8	646.4
935.158	636.4	634.2
935.563	642	640.2
935.947	638.6	640.6
936.353	646.4	637.4
936.759	630.8	633.4
937.143	645	637.2
937.549	640.4	632.4
937.934	648.2	645.2
938.34	647.6	648
938.746	625.6	631.2
939.131	632.4	631.2
939.538	624.6	623.8
939.923	637.6	636.2
940.33	634.2	623.6
940.716	637.6	634.4
941.123	634.6	638.4
941.508	642.2	646.8
941.916	651.8	655.2
942.302	639.2	636.2
942.709	626.4	629.6
943.096	624	634
943.503	634.6	634.2
943.89	633.8	641
944.298	621.2	636.8
944.685	665.6	668.4
945.072	632	629.8
945.48	650.8	642
945.867	623.2	631.6
946.276	625.2	625
946.663	655.8	660
947.051	662	654.4
947.46	641	644.8
947.848	636.4	636.6
948.257	636.2	625
948.645	643.2	634.6
949.033	628.4	633.2
949.443	639.4	625.4
949.831	672.4	678.8
950.22	628.8	632.8
950.63	641.6	645.8
951.018	656	663.2
951.407	635.4	632.6
951.796	629.8	623.4
952.207	650	631.8
952.596	639.6	641.6
952.985	623.8	625.6
953.375	671.2	670
953.786	637.8	640.6
954.176	630	622.4
954.566	637.2	638.2
954.956	631.4	627.6
955.367	632.6	635.4
955.758	660	656.6
956.148	635.2	632.8
956.539	638.2	647
956.929	625.6	621.2
957.341	628.6	632
957.732	632.4	632.4
958.123	640.2	646.8
958.515	625.4	621.4
958.906	649.4	647
959.297	634.6	639
959.689	634.6	630
960.102	625.6	624.6
960.494	637.4	635.4
960.886	627.6	636.2
961.278	630.6	631.8
961.67	655.6	661
962.062	674	678.8
962.455	635.6	633.6
962.847	623.4	625.2
963.24	634.2	633.8
963.633	626.4	636
964.026	623	621.8
964.419	638.6	634.4
964.812	642.2	649.2
965.206	638.6	628
965.599	641.6	630.4
965.993	634	641.8
966.386	632.4	636.6
966.78	653.2	641.2
967.174	639	642.8
967.569	628.2	624.6
967.963	625.8	631
968.357	627.4	632.8
968.752	634.4	627
969.146	633.2	636.8
969.541	631.2	625.8
969.936	632.8	626.2
970.331	638.4	632.8
970.705	628	625.4
971.1	628.2	626.4
971.496	642.8	640.8
971.892	629.6	630.4
972.287	621.2	628
972.683	636.8	642.2
973.079	624.6	633
973.454	647	646.6
973.85	633.6	636.8
974.247	642.8	641.4
974.643	657.2	662.2
975.04	633.8	638.2
975.415	632.8	640.2
975.812	625	630.2
976.209	638.2	637.2
976.607	621.8	625
976.982	641	650
977.38	647.8	652
977.778	635	639
978.175	632.8	634.8
978.552	630.4	632
978.95	632.2	636.8
979.348	635.8	642.6
979.725	678.2	680
980.123	638.6	636.8
980.522	625	635.8
980.899	625.2	629
981.298	632.4	634.6
981.697	638.6	641.2
982.075	629.6	630.4
982.474	633.2	625.4
982.852	641.4	645
983.251	634.8	633.6
983.651	631	629.4
984.029	642.8	640.8
984.429	642.8	630
984.808	624.4	628.4
985.208	625	639.2
985.609	623.8	623.4
985.987	618	633.4
986.388	631.8	630.4
986.768	642	635.4
987.168	634.8	628.2
987.548	638.8	632.8
987.949	645.8	639.6
988.329	637.4	631.2
988.731	615.6	624.6
989.111	629.6	633.2
989.491	627.2	629.2
989.893	634.4	637.6
990.273	637.8	643
990.676	629.6	630.6
991.057	627.8	638.4
991.459	629	633.2
991.84	634.6	626.4
992.221	626	619.8
992.624	646.6	646.4
993.006	634.8	633
993.388	638.4	638.8
993.791	632.8	638
994.173	633.4	637.8
994.576	666.8	663.6
994.959	623	618.6
995.341	632.6	633.2
995.724	637	626.8
996.128	641.8	637.4
996.511	635.2	629.6
996.894	629.8	624.6
997.298	633.6	623.4
997.681	635.6	645.2
998.065	632	626.8
998.448	637.4	620.6
998.854	637.4	639
999.237	630.2	625.8
999.621	645.6	643.6
1000.01	649.6	653.8
1000.39	634.8	632
1000.8	634	626.2
1001.18	631.8	640.6
1001.56	635.2	647.4
1001.95	631.2	639.6
1002.33	641	638.6
1002.72	624.2	630.2
1003.13	625	635.2
1003.51	624.2	626.2
1003.9	623	626.6
1004.28	640.6	647
1004.67	630.2	624.2
1005.06	633.6	633.4
1005.44	663.2	669.4
1005.83	611.4	620.4
1006.21	632.4	627.6
1006.6	618	627.4
1006.99	641.4	644
1007.37	634.6	635.6
1007.76	636.2	627.4
1060.12	607.6	625
1060.51	625.8	619.4
1060.89	630.8	642
1061.28	644.8	639.6
1061.67	645.4	639.2
1062.06	635.2	640.6
1062.45	624.2	626.2
1062.83	630	626.4
1063.22	639.2	649.6
1063.61	670.4	677.6
1064	642.4	641
1064.39	636.2	637.8
1064.78	630.6	624.4
1065.14	643.6	646.4
1065.53	642.2	632.6
1065.92	635.8	631.4
1066.31	628.8	620.2
1066.7	638	642.2
1067.09	641.8	644
1067.46	633.8	645.6
1067.85	633.8	626.6
1068.24	631.8	628.6
1068.63	635.6	629
1069.02	627	621.6
1069.39	629.2	630.8
1069.78	629.6	621.8
1070.17	633.4	622.8
1070.57	628.2	614.6
1070.93	633.4	626.2
1071.33	632.8	612.8
1071.72	636.2	630.4
1072.11	624.6	621.8
1072.48	624.8	624.4
1072.87	626.8	620.8
1073.26	627.4	625
1073.64	619.4	622
1074.03	618.4	630.6
1074.4	620.4	625.8
1074.79	628.8	635.6
1075.19	631.2	633.2
1075.56	635	639.4
1075.95	635.6	630.4
1076.34	624.8	629.4
1076.72	626.2	635.6
1077.11	630.2	641.4
1077.48	643	651.6
1077.88	640.4	630
1078.25	634	634.2
1078.64	638.8	645.2
1079.02	631.8	641
1079.41	638.8	634.6
1079.78	624.6	632.6
1080.18	625.4	632.6
1080.55	693.2	699.2
1080.95	620.2	622.8
1081.32	625.6	628.2
1081.72	632.2	636.8
1082.09	630.8	637.2
1082.49	626.6	630.8
1082.86	634.2	634.2
1083.24	620	625
1083.63	616.8	619.6
1084.01	630.6	639.2
1084.38	629	643.6
1084.78	617.6	616.8
1085.16	631.6	637.8
1085.55	647.6	640
1085.93	649.8	639.8
1086.31	630.2	624.2
1086.7	663.4	658.8
1087.08	629.6	634.6
1087.46	629.2	630.6
1087.83	621.2	625
1088.23	635.4	639.6
1088.61	627.6	627.4
1088.99	630.2	629.4
1089.36	629.4	629.4
1089.76	631.2	625.4
1090.14	620.2	627
1090.52	624.8	628.2
1090.9	620.6	623.6
1091.27	636	634
1091.67	657.4	656.4
1092.05	629.4	635.6
1092.43	623.6	625.8
1092.81	637.2	644.6
1093.19	638	639.4
1093.57	629	627.2
1093.95	632.2	627.6
1094.35	640.6	638.6
1094.73	645.6	635.2
1095.11	633.8	630.2
1095.49	623	627.6
1095.87	626.6	631.4
1096.25	640.8	648
1096.63	640.4	647.4
1097.01	627.2	623.6
1097.39	638.6	632.2
1097.77	630.4	633.6
1098.15	629.4	634.8
1098.53	625.6	625.8
1098.91	631.4	625.6
1099.29	624.6	628.4
1099.68	651	651.2
1100.06	636.6	638.2
1100.44	635.2	633.4
1100.82	638.4	637.2
1101.18	636.6	639.8
1101.56	624.8	623.8
1101.95	635.2	635.6
1102.33	627	627.8
1102.71	637.4	624.8
1103.1	619.8	628
1103.48	622.4	616.4
1103.86	623.8	624.8
1104.22	639.6	629.4
1104.61	634.8	625.8
1104.99	635.4	627.8
1105.38	625.8	627.4
1105.76	629.8	635.6
1106.12	638.8	635.8
1106.51	668.2	663.8
1106.89	643.2	642.8
1107.26	634.2	632.4
1107.64	642.2	637.2
1108.03	632.8	633.4
1108.41	628.2	629.4
1108.78	633.6	632.2
1109.16	631.4	633.2
1109.55	645.4	641.4
1109.91	619	620.2
1110.3	618.2	614.4
1110.69	648.8	643.8
1111.05	627.6	627.4
1111.44	633	624.8
1111.8	637.4	631.6
1112.19	631.6	642.8
1112.58	644.8	649.2
1112.94	630.2	632.6
1113.33	626.2	634.2
1113.7	626	620.4
1114.09	626	620.4
1114.45	626	623
1114.84	634.4	628
1115.21	641.2	639.2
1115.6	626.6	620.8
1115.96	637.8	632.6
1116.35	638	643.4
1116.72	625.2	626.4
1117.11	637.8	637.6
1117.48	626.4	623
1117.85	623.2	633.2
1118.24	644.8	651.4
1118.6	630.4	636.8
1118.99	624.4	627.8
1119.36	630	636.6
1119.73	630	634
1120.12	631.2	630.2
1120.49	626.8	625
1120.86	632	645.6
1121.25	624.2	629
1121.62	613.4	619.8
1121.99	617.6	620
1122.38	639.6	647.8
1122.76	632.2	629.6
1123.13	625.6	627.6
1123.5	634.4	634.6
1123.89	635.6	642.8
1124.26	626	626.6
1124.63	634.2	636.4
1125	635	632.6
1125.4	612.4	614
1125.77	616.8	631.8
1126.14	614.4	615
1126.51	634	625.4
1126.88	632	631.8
1127.26	628.6	624.8
1127.63	619	619.2
1128.02	630.6	623.2
1128.4	625.8	619.2
1128.77	623.8	633
1129.14	617.8	625.2
1129.52	628	631.6
1129.89	637.4	641.8
1130.26	630.8	628.8
1130.64	626.6	619
1131.01	630.6	628.4
