#lambda/nm	DC	C1
700.324	640	635
700.75	648.6	653.6
701.156	647.8	641
701.561	659	664.6
701.987	645	653.6
702.393	656.8	659.8
702.798	660	661.6
703.203	645	637
703.63	649	644.2
704.036	644.4	647.4
704.442	656.4	648.6
704.847	632.4	636.4
705.274	642.4	649.6
705.68	651.6	652.2
706.086	660.2	662.4
706.492	638.8	644.8
706.92	649.4	646.8
707.326	658.4	652.8
707.732	639.6	651.2
708.139	637.2	641.8
708.545	635.8	636.4
708.973	649.6	639.8
709.38	645.2	645.4
709.786	631.4	632
710.193	662.8	659.4
710.6	651.8	654.4
711.028	636.2	641.8
711.435	649	643.8
711.842	644.6	653.4
712.249	647.4	648
712.656	650.6	644.8
713.064	657.4	654.6
713.492	636	633.2
713.9	644	652.4
714.307	648.6	650.6
714.715	648.4	643.6
715.123	639.4	655.2
715.53	646.8	645.2
715.938	652	651.6
716.367	647.4	649.6
716.775	636.8	642.4
717.184	631.6	638
717.592	646.4	644.8
718	660.2	656
718.408	669.2	677.4
718.816	692.2	693.2
719.225	657.4	654
719.633	640.2	650.2
720.042	638.4	644
720.472	635.4	650
720.881	671.4	668.2
721.29	653.8	646.2
721.699	634.6	636.2
722.108	652	648
722.517	644	649
722.926	639.8	643
723.335	656.4	654.8
723.744	645.2	651
724.154	651.2	641.6
724.563	648.2	642.4
724.973	651.2	646.4
725.382	643.8	640
725.792	640.4	638.2
726.202	638	627.4
726.612	666	660
727.022	651.2	648
727.432	633.4	644.6
779.813	642	635
780.223	692.6	682.6
780.634	648	648
781.044	630.6	637
781.454	645.2	646.8
781.865	663.2	664.6
782.276	632.6	638
782.686	654	657
783.097	636.8	642.8
783.508	655.4	651.8
783.919	650	645.6
784.33	666.2	649
784.741	656.4	659.2
785.152	642.8	637.8
785.563	630.6	635.6
785.974	640	634
786.386	650	655.6
786.776	642	636.8
787.188	644.8	643.2
787.599	639.8	638.4
788.011	653.2	658
788.423	647.8	652
788.835	652.6	636.4
789.247	636	634.2
789.659	638.4	633.2
790.071	640.4	639.4
790.483	686	688.6
790.874	634.8	640.6
791.286	651	652.8
791.699	642.2	633.4
792.111	647.4	642
792.524	640.8	654.6
792.937	648.4	640.2
793.349	638.8	629.4
793.741	635.4	635.6
794.154	631.2	629
794.567	664.4	656
794.98	640.2	642.4
795.393	628.8	639.4
795.785	654.8	661.6
796.198	639	634.6
796.612	645.6	643
797.026	642.8	635.2
797.439	624.4	627.6
797.831	641	634.4
798.245	624	631.4
798.659	640.4	638.2
799.073	636	624.2
799.487	635.4	634.2
799.88	637.8	641.4
800.294	640	649.8
800.708	645.2	648
801.123	647.6	640.6
801.516	660.6	664.6
801.93	629.8	631.8
802.345	634.4	635.6
802.76	638.6	644
803.153	653.4	649.6
803.568	659.6	658.8
803.983	654.2	657
804.377	642.6	646.2
804.792	631.6	637.4
805.207	623	628.4
805.601	637.2	650
806.016	677	686.6
806.432	636.8	641.6
806.826	666.4	675.4
807.242	653.8	657
807.658	635.8	641.4
808.052	633.6	639.8
808.468	640.8	645.2
808.884	642.8	642.4
809.279	646	638
809.695	654.4	654
810.111	655	664.4
810.506	647.6	643.6
810.922	656.6	667.2
811.339	636.2	633.4
811.734	647.2	650.8
812.151	644	646
812.546	638.8	643.2
812.963	633.2	634.4
813.38	648.8	638.2
813.776	644.6	643.4
814.193	664.6	669.8
814.589	638.2	630.6
815.006	640.8	632.2
815.402	627.6	632.4
815.82	635.6	632.8
816.237	644.2	638.2
816.633	650.6	637.4
817.051	632.6	636.2
817.448	646	646
817.866	627.2	636.6
818.262	668.6	657.4
818.68	640.8	636
819.077	639.2	636.4
819.495	639.6	641.2
819.892	684.8	691
820.311	641.2	638.6
820.708	641.2	635.8
821.127	640.2	641.2
821.524	651.8	650.6
821.943	646	644
822.34	658.8	657.8
822.759	643.8	649.4
823.157	639.6	650.4
823.576	665.4	656
823.974	643	650.2
824.393	763.6	757
824.791	635.8	640.6
825.189	634.6	628
825.609	635.8	644.2
826.007	647.6	643.6
826.427	630.6	625
826.826	642	640.6
827.246	640.6	641.6
827.644	629.2	630.2
828.043	662	655.6
828.463	646.4	635.6
828.862	652.6	653.2
829.261	650.2	646.2
829.682	634.8	636
830.081	647	651.4
830.502	640	634
830.901	650.8	648.8
831.301	636	634.8
831.722	634.2	630.2
832.121	638.8	641.6
832.521	634.4	633.2
832.943	640.2	637.6
833.342	645.2	639.4
833.742	630.2	624.8
834.164	645	633.4
834.564	628	629.4
834.965	632.6	635.2
835.386	637.8	633.4
835.787	635.4	634
836.188	641.2	641.2
836.588	644.2	638.2
837.01	629.4	644
837.411	630.6	627.2
837.812	650.2	649.4
838.213	642	635.8
838.636	645.2	628
839.037	715.8	710.6
839.438	647.4	641.8
839.84	635	640.6
840.263	652	646.6
840.664	650.6	646
841.066	641.2	641.4
841.468	643.2	647.2
841.891	638.6	630.8
842.293	663	649.6
842.695	642.6	644.6
843.098	656.4	647
843.5	635.2	637.4
843.902	646	636.4
844.326	644	643
844.729	646.8	643.6
845.131	652.6	652.8
845.534	647.2	643.6
845.937	653.8	653.6
846.34	668.6	662.4
846.764	634.6	631
847.167	648.4	646
847.571	636.4	629.4
847.974	640.8	645
848.377	639.8	643.8
848.781	689.6	690.4
849.184	652.8	657
849.588	638.4	643.4
849.992	629.4	632.2
850.396	642.8	632.6
850.821	654.4	660.6
851.225	639.6	642
851.63	641.8	641.6
852.034	654.8	657.6
852.438	640	643.4
852.843	776	774.4
853.247	632.2	635.6
853.652	641.2	638.4
854.057	656.6	666.8
854.462	634.4	642
854.867	648	648
855.272	676.6	675.4
855.677	647.2	660.2
856.082	637	632.6
856.487	630.6	626
856.893	655.2	646
857.298	646	640.4
857.704	639	634.6
858.11	636	645
858.516	648.8	648
858.922	650.8	654.2
859.328	657.6	652.4
859.734	639	649
860.14	657.2	641.6
860.525	639	646
860.931	635.4	627.4
861.338	643.8	635.4
861.745	638.6	651
862.151	644	645
862.558	646.6	645
862.965	641.6	643.2
863.372	642.8	633.8
863.779	637.4	633.6
864.186	656.8	660.8
864.572	648.8	643.4
864.98	657.6	663.2
865.387	678.2	677.2
865.795	630.2	636.8
866.203	651.4	657.2
866.61	630	624.8
867.018	662.4	654.8
867.405	646.4	642.8
867.813	638.8	647
868.221	635.6	637.6
868.63	634.4	640.2
869.038	642.8	654
869.425	687.2	684.2
869.834	638.4	647.6
870.243	640.2	643.8
870.652	636.8	638.2
871.039	631.8	636.2
871.448	636.8	637.6
871.857	640.8	648.4
872.266	645.6	638.8
872.654	643.2	643
873.064	635.4	646.8
873.473	646.6	657
873.883	635.4	642
874.271	635.4	635
874.681	657	651.8
875.091	626.6	631.8
875.48	646.2	650.6
875.89	662.6	657.6
876.3	627.2	632.8
876.689	628	621
877.1	642.2	638.6
877.51	641	647.4
877.9	663.8	664
878.31	635	635.4
878.721	669.2	669.2
879.111	648.2	632.6
879.522	644	642.8
879.933	629.4	628.4
880.323	639.8	628.2
880.734	625.4	635
881.125	643.6	644.8
881.536	634.8	639.6
881.948	634.2	630.6
882.338	642.2	642
882.75	650.2	646.8
883.141	636.4	629
883.553	645.2	641.8
883.944	672	668.6
884.356	645.2	648
884.769	642.8	644.8
885.16	649	641.8
885.573	645	637.2
885.964	628	634.4
886.377	641.6	642.8
886.768	626.4	638.2
887.181	642.2	644
887.573	630.2	640.2
887.987	652.6	648.2
888.378	651.6	652
888.792	636.2	645.6
889.184	686	700
889.598	636	633.8
889.99	642	645
890.383	635	642.2
890.797	632	634.2
891.19	654.2	650.2
891.604	628.4	636.4
891.997	628	635.6
892.411	638.2	629.8
892.805	635	635.4
893.198	645.8	638.8
893.613	631	625.2
894.006	636.2	634
894.421	628	632.4
894.815	635.2	647.6
895.209	630	633.4
895.624	685.8	676.2
896.018	651.8	656.4
896.412	631.4	625.4
896.828	641	635.4
897.222	647.2	640.6
897.617	639	625.4
898.033	653.2	656.8
898.427	638.6	633.6
898.822	641.2	632.6
899.239	632.8	623.2
899.634	628.8	630
900.029	656.8	650.6
900.424	633	630.2
900.841	632.4	626
901.236	647	643
901.632	645	638.4
902.027	706.2	702.4
902.445	647	642.8
902.841	635.8	639.6
903.237	632.2	638.8
903.633	648.2	654
904.05	644	646.2
904.447	633.4	638.8
904.843	649.6	641.6
905.24	636.2	640.8
905.636	624.6	635.8
906.033	629.2	644.4
906.451	652.8	651.4
906.848	626.6	638.6
907.246	634.2	633.8
907.643	637.2	643.2
908.04	643	638.2
908.438	659.8	652.8
908.835	647.4	657.6
909.254	642.4	642.8
909.652	641.6	641.4
910.05	642.6	641.6
910.448	632.2	628
910.846	641	640.2
911.244	630.4	627.6
911.643	646.2	643.4
912.041	646.8	639.4
912.44	650.8	659
912.839	626.4	631.2
913.237	633	625.6
913.636	635.2	633.2
914.035	646.8	640.6
914.434	639.6	624.6
914.834	648.4	652
915.233	654	647
915.633	637.8	630.6
916.032	634.8	624.4
916.432	634.6	639
916.832	662.2	643
917.232	642	640.4
917.632	627.8	622.8
918.032	650.6	636.6
918.432	643.4	641.6
918.833	635.8	634.2
919.233	643	634.2
919.634	627.8	631.4
920.035	645.2	646.8
920.436	630	644.4
920.837	641.6	652.6
921.238	636.8	630.2
921.639	641	643.2
922.019	639	644.6
922.42	636.2	647.2
922.822	647.8	654.2
923.224	638.2	635
923.625	631.8	633
924.027	639.2	637.4
924.429	660.2	653
924.81	644.6	642
925.212	635.4	646.4
925.615	640.2	638.6
926.017	640.2	646
926.42	656.8	639.2
926.801	639	644.4
927.204	636.6	639.6
927.607	641.6	652.6
928.01	649.4	662
928.413	649	635.6
928.795	620.2	628.6
929.199	631.2	635.2
929.602	632	641
930.006	630.6	631
930.388	624	631.8
930.792	642.6	638.8
931.196	633.4	642.8
931.579	679.8	677.6
931.983	625	629.4
932.388	682.6	686.4
932.771	637	635.6
933.176	624.6	624.6
933.58	632	639.4
933.964	640.8	644.8
934.369	627.2	631.6
934.774	644.4	640.8
935.158	643.2	631.6
935.563	635.4	644.6
935.947	634.4	643
936.353	641.4	645.6
936.759	623	636.8
937.143	646	640.2
937.549	639.8	637
937.934	650	654.2
938.34	652.6	659.2
938.746	634.2	633.8
939.131	637.6	633.4
939.538	630.4	625.2
939.923	639	637.2
940.33	630.6	634
940.716	640.2	634.2
941.123	636.4	635.6
941.508	646.6	653.8
941.916	645.8	662.2
942.302	637.8	640.2
942.709	623.8	627.4
943.096	628.8	633.8
943.503	638.4	637.8
943.89	633.8	633.6
944.298	635	639.4
944.685	662.8	661
945.072	639.4	628.4
945.48	660.2	651.4
945.867	633.4	633.4
946.276	624	630.4
946.663	663.6	664.4
947.051	644.2	652.6
947.46	644.2	649.6
947.848	649	637.8
948.257	627.4	634.2
948.645	642.8	632
949.033	644.2	632.8
949.443	627	631.6
949.831	677.8	691.6
950.22	625.8	635.6
950.63	645	651
951.018	673.4	675
951.407	632	637.4
951.796	632.4	629.6
952.207	646.4	646.4
952.596	641.8	645
952.985	630.2	629.4
953.375	681.2	680.2
953.786	640.4	634
954.176	629.4	623
954.566	642	652.4
954.956	627.2	625.4
955.367	633.4	632
955.758	661.4	653.8
956.148	619.2	623.2
956.539	651.2	646.8
956.929	630.6	626
957.341	637.8	625.8
957.732	637	641.2
958.123	646.2	637.4
958.515	632	625.8
958.906	649.4	642.6
959.297	639.6	638.2
959.689	639.8	638.8
960.102	631	631
960.494	648.4	637.2
960.886	632.6	639.4
961.278	630.4	633.6
961.67	657.2	660.6
962.062	674.2	675.2
962.455	640.6	638.8
962.847	631.2	636.6
963.24	640.6	635
963.633	632.4	639
964.026	632.6	626.6
964.419	635	628.8
964.812	647.2	647.6
965.206	631	624.2
965.599	635.2	644.4
965.993	626.2	634.2
966.386	626	634
966.78	658.8	645.2
967.174	646.6	644
967.569	629.2	635
967.963	629.6	633.8
968.357	633.4	637.4
968.752	633	629.4
969.146	626.8	637.4
969.541	627	624
969.936	634.6	628.4
970.331	638.4	638.8
970.705	633.6	630.4
971.1	634	639
971.496	638.6	641.6
971.892	633.2	636.4
972.287	638.2	631.2
972.683	637.6	632.8
973.079	640.2	635
973.454	642.8	661.4
973.85	638.4	645.2
974.247	640.6	653.4
974.643	669.4	664
975.04	637.2	648
975.415	634.4	640.4
975.812	629.2	630.4
976.209	639.6	644
976.607	631.2	625.6
976.982	647.6	650.4
977.38	658.2	654.4
977.778	636.6	634.8
978.175	641.4	631
978.552	638.6	639.6
978.95	639.6	643.8
979.348	645.6	644.2
979.725	683.2	682.2
980.123	629.2	631.2
980.522	630	640.6
980.899	628	621.6
981.298	633.2	629.6
981.697	635	639.2
982.075	631	629.2
982.474	629.4	629.4
982.852	645.2	630.4
983.251	646	632.6
983.651	632.2	634.6
984.029	640	650.8
984.429	634.4	644.4
984.808	631.8	626.2
985.208	639.4	639.2
985.609	637	625.6
985.987	625.6	615.8
986.388	631.8	626.2
986.768	641.4	646.2
987.168	631.4	632.6
987.548	651.4	638.4
987.949	643	646.8
988.329	642.6	635
988.731	626.4	623.8
989.111	633.4	621
989.491	639.8	635.4
989.893	635.4	638.8
990.273	647.6	648
990.676	628	636
991.057	626	622.6
991.459	637.2	632.2
991.84	627.8	639
992.221	636.4	632.2
992.624	645.8	650
993.006	637.4	642.8
993.388	632.8	640.2
993.791	633.2	644
994.173	638.6	633
994.576	669.6	671
994.959	626.8	626.4
995.341	621.4	635.8
995.724	624.8	629.6
996.128	629.6	629.2
996.511	634.4	638.4
996.894	633	624.8
997.298	628.4	622.8
997.681	643.4	637.8
998.065	639.8	633.8
998.448	629.4	624.8
998.854	646.2	645.6
999.237	625	618.8
999.621	647.4	645.6
1000.01	654.8	647.2
1000.39	638	631.2
1000.8	630.8	628.4
1001.18	636.2	644
1001.56	644.2	644.6
1001.95	640.2	640.4
1002.33	639.6	639
1002.72	630	644
1003.13	633.4	631.6
1003.51	634.8	636.4
1003.9	634.8	637.8
1004.28	651	659.8
1004.67	625.2	633.2
1005.06	631.8	651
1005.44	662.8	672.8
1005.83	621.2	624
1006.21	621.6	633.2
1006.6	623.2	628.8
1006.99	634.6	645.4
1007.37	640.8	642.8
1007.76	636.8	631.2
1060.12	625	636
1060.51	626.8	621.8
1060.89	639.8	641
1061.28	643.8	648
1061.67	640.8	651
1062.06	637.8	636.2
1062.45	625.4	633.4
1062.83	627.6	631
1063.22	634.2	638
1063.61	680.6	682.4
1064	646.4	634
1064.39	635	626.8
1064.78	628	631.6
1065.14	642.2	641.8
1065.53	643.2	634
1065.92	644.6	643
1066.31	630.6	631.8
1066.7	638	636.4
1067.09	644.8	654.4
1067.46	642.8	638.4
1067.85	632.6	634.4
1068.24	633.4	629.6
1068.63	644.6	633.6
1069.02	624.8	628.8
1069.39	641.4	642.4
1069.78	624.2	633
1070.17	632.4	623.2
1070.57	623.2	631
1070.93	640.4	642.6
1071.33	629	621.4
1071.72	647.4	639.2
1072.11	630.4	636.6
1072.48	629.8	633.4
1072.87	639	639.8
1073.26	632.8	635
1073.64	628.4	628.8
1074.03	625	625.2
1074.4	636.4	633
1074.79	636.2	635.6
1075.19	629.8	633.2
1075.56	625.6	639.4
1075.95	632.4	641.6
1076.34	627.8	640.2
1076.72	634.4	632.6
1077.11	642.2	646.2
1077.48	639.4	640.2
1077.88	634.6	625.2
1078.25	638.2	634
1078.64	647.8	641.2
1079.02	646.4	646.4
1079.41	649	649.6
1079.78	634	635.8
1080.18	626.6	630.6
1080.55	703.6	704.2
1080.95	624.2	633.2
1081.32	630	619.4
1081.72	634.6	633.8
1082.09	639.6	634
1082.49	629.6	625.4
1082.86	635.4	634.8
1083.24	622.4	617.4
1083.63	623.6	622.6
1084.01	634.4	625.8
1084.38	643.4	646.6
1084.78	626.2	620.6
1085.16	637	639.4
1085.55	649.6	641
1085.93	659	652
1086.31	626.2	620.4
1086.7	669.4	664.6
1087.08	641	640.6
1087.46	633.6	634
1087.83	624	628.8
1088.23	636.8	643.6
1088.61	623.4	631.8
1088.99	645.4	632.6
1089.36	627.6	631.2
1089.76	628.4	627.2
1090.14	635	639.8
1090.52	632.2	626.2
1090.9	632.8	634.4
1091.27	642.6	633
1091.67	657.4	651
1092.05	643.4	634.4
1092.43	623.8	626
1092.81	646.2	645.6
1093.19	639.6	641.8
1093.57	632.4	633.8
1093.95	641.8	627.2
1094.35	637.4	643.4
1094.73	643	641
1095.11	623.2	630.8
1095.49	622.2	634.4
1095.87	634.4	629.6
1096.25	643.4	640.4
1096.63	640.2	639.6
1097.01	634.8	632.2
1097.39	640.2	637.8
1097.77	632.6	630.8
1098.15	641	636.2
1098.53	630.4	629.6
1098.91	631.2	630
1099.29	637.6	626.6
1099.68	644	647.2
1100.06	640	643
1100.44	641.8	635
1100.82	636.2	642
1101.18	645.4	653
1101.56	632.6	625.2
1101.95	631.8	621.8
1102.33	630.4	634.8
1102.71	644.6	636.2
1103.1	620.4	630.6
1103.48	622.2	624
1103.86	621.8	623
1104.22	639	641.2
1104.61	637.6	640.6
1104.99	630.2	629
1105.38	622.2	630.6
1105.76	634	646.8
1106.12	628.2	628.2
1106.51	668.8	669.6
1106.89	642.6	639.8
1107.26	632.4	632.6
1107.64	644.2	637.6
1108.03	638.2	629.2
1108.41	627.8	632.8
1108.78	641.8	634.4
1109.16	636.4	632
1109.55	643	648.6
1109.91	620.8	625.6
1110.3	627.2	615.4
1110.69	649.6	647.6
1111.05	631	623.6
1111.44	627.4	631.4
1111.8	641.2	642.8
1112.19	635.8	641
1112.58	634.8	641.8
1112.94	625.6	618.6
1113.33	631.6	629.2
1113.7	632	632.4
1114.09	630	635.6
1114.45	622	635.6
1114.84	625	640.6
1115.21	643	636.2
1115.6	627.4	625.6
1115.96	639.8	635.8
1116.35	629.4	653.4
1116.72	633.8	625.2
1117.11	643.4	647.6
1117.48	627	632.2
1117.85	628.4	633.4
1118.24	654.4	642
1118.6	634	636.8
1118.99	627.2	631.2
1119.36	644.6	643.6
1119.73	625	630
1120.12	631.2	632.4
1120.49	624.4	621
1120.86	640.6	639.4
1121.25	626.2	627.4
1121.62	627	623.6
1121.99	626	627.2
1122.38	650.2	645
1122.76	633.8	630.6
1123.13	626	624.6
1123.5	634.4	640.4
1123.89	643	647.8
1124.26	622.2	627.2
1124.63	637	632.6
1125	635.2	640.4
1125.4	626.4	624.6
1125.77	625.8	616.6
1126.14	615	609.2
1126.51	632.4	628.4
1126.88	633.4	637.8
1127.26	634.6	629.4
1127.63	615	621.4
1128.02	625.4	632.8
1128.4	628.8	631.4
1128.77	635	626.8
1129.14	637	624.6
1129.52	635.2	630.2
1129.89	630.6	629.2
1130.26	619.6	628.8
1130.64	619.6	621.4
1131.01	625	634
