#lambda/nm	C1
208.295	542.2
208.67	491.8
209.045	455.6
209.419	453.8
209.794	691.6
210.169	667
210.544	810.4
210.919	698
211.295	673.4
211.67	689.8
212.045	681.6
212.421	684.8
212.796	728.4
213.172	685
213.547	680
213.923	684.2
214.299	684.8
214.675	694.4
215.051	689.8
215.427	690.8
215.803	708.2
216.179	694.6
216.555	686.2
216.932	693.8
217.308	693.4
217.684	688.4
218.061	684.6
218.438	684.8
218.814	681.4
219.191	695.6
219.568	678.2
219.945	683
220.322	693.8
220.699	695.6
221.076	689.4
221.453	693.4
221.83	683
222.208	675.4
222.585	677.2
222.962	694.8
223.34	687.4
223.717	687.2
224.095	685.2
224.473	684.6
224.851	686.4
225.229	677
225.607	710.2
225.985	677.6
226.363	687.8
226.741	680.6
227.119	681.2
227.497	708
227.876	677.4
228.254	705.2
228.633	699
229.011	688
229.39	696.8
229.769	690.8
230.148	684.6
230.527	714.2
230.905	686.6
231.284	696.6
231.664	682.2
232.043	699.4
232.422	692.4
232.801	684.4
233.181	692.8
233.56	692.2
233.94	698.4
234.319	679.4
234.699	681.6
235.079	731.8
235.458	730.6
235.838	706.8
236.218	686.4
236.598	676.4
236.978	682.6
237.358	679.2
237.738	676.6
238.119	696.2
238.499	678
238.88	690.4
239.26	699.2
239.641	673
240.021	683.6
240.402	680.6
240.783	683.2
241.163	682
241.544	685.8
241.925	683.4
242.306	695.6
242.687	679.2
243.069	693.4
243.45	694.2
243.831	677.8
244.212	688
244.594	734.2
244.975	691.8
245.357	686.6
245.739	679.6
246.12	693
246.502	702.2
246.884	682.4
247.266	684.4
247.648	694.6
248.03	719.2
248.412	693.8
248.794	689.6
249.176	683.2
249.559	696.4
249.941	675.2
250.323	681.6
250.706	681.6
251.089	693.2
251.471	691.8
251.854	690.8
252.237	687.2
252.62	699.2
253.002	689.2
253.385	687.6
253.769	704.4
254.152	685.6
254.535	694
254.918	681
255.301	689.6
255.685	676.2
256.068	676.8
256.452	710.4
256.835	701.6
257.219	696.4
257.603	699.8
257.986	677.6
258.37	690.6
258.754	676.8
259.138	697
259.522	702.4
259.906	689.8
260.29	693.2
260.675	691.2
261.059	694.6
261.443	679
261.828	691
262.212	699.6
262.597	666.8
262.981	679.6
263.366	705.4
263.751	692
264.136	681.4
264.521	680
264.906	681.6
265.291	698.2
265.676	690
266.061	696.6
266.446	705.8
266.831	697.4
267.217	717.4
267.602	680
267.987	687.2
268.373	688.4
268.759	694.8
269.144	695.8
269.53	692.2
269.916	686.2
270.302	685.4
270.688	686.8
271.074	686.2
271.46	704.8
271.846	719.2
272.232	683.6
272.618	683.8
273.004	683.6
273.391	700
273.777	701.6
274.164	698
274.55	711
274.937	691.6
275.324	686.8
275.71	692
276.097	699.4
276.484	678.6
276.871	690.8
277.258	689.6
277.645	677.8
278.032	687
278.419	682.8
278.807	697.8
279.194	674.8
279.581	686.8
279.969	697.8
280.356	700
280.744	693.4
281.131	714.6
281.519	691.6
281.907	690.6
282.295	686.2
282.682	703.8
283.07	690.6
283.458	704
283.846	707
284.235	707.4
284.623	707.4
285.011	685.4
285.399	690.6
285.788	687.8
286.176	680.2
286.565	708.2
286.953	685.2
287.342	687.6
287.731	684
288.119	678.4
288.508	684.8
288.897	686
289.286	684
289.675	686.4
290.064	695
290.453	685
290.821	683.6
291.21	712.6
291.599	688.8
291.989	693
292.378	693
292.768	718.2
293.157	700.2
293.547	699.6
293.936	690.4
294.326	680.2
294.716	695.4
295.106	685
295.496	699
295.886	702
296.276	700
296.666	680
297.056	682
297.446	672.2
297.836	713.4
298.227	693.4
298.617	700.2
299.008	701.8
299.398	693
299.789	677.6
300.179	696.2
300.57	715.6
300.961	684.8
301.352	682.4
301.742	699.2
302.133	688.4
302.524	688.6
302.915	689.2
303.307	685.8
303.698	702.2
304.089	698.2
304.48	690
304.872	698.2
305.263	690
305.655	688.8
306.046	700.8
306.438	696
306.829	688.2
307.221	695.2
307.613	690.4
308.005	706.6
308.397	703.2
308.789	722.6
309.181	725
309.573	714
309.965	704.6
310.357	678
310.749	706
311.142	682
311.534	684
311.926	701
312.319	692.6
312.711	685
313.104	710.4
313.497	687
313.889	732.2
314.282	712.8
314.675	720.6
315.068	699
315.461	699.2
315.854	722.6
316.247	698.6
316.64	696.6
317.033	693.2
317.405	697
317.798	685.6
318.192	691
318.585	685.8
318.979	699.2
319.372	687.6
319.766	689.8
320.16	700
320.553	703.8
320.947	715.2
321.341	681.8
321.735	682.8
322.129	684.6
322.523	723.4
322.917	687.8
323.311	701.6
323.705	699.6
324.099	697.4
324.494	711
324.888	709.4
325.282	695
325.677	704.4
326.071	702.6
326.466	708.2
326.861	694.6
327.255	706.2
327.65	714.2
328.045	705.2
328.44	691.6
328.835	702.2
329.23	692.8
329.625	725.4
330.02	682
330.415	717
330.81	697.6
331.206	691.6
331.601	688.8
331.996	704.6
332.37	712
332.766	678.6
333.161	714.4
333.557	690.6
333.953	698.8
334.348	1119.8
334.744	697.4
335.14	684.8
335.536	687.4
335.932	708.6
336.328	684.6
336.724	710
337.12	698.6
337.516	690.6
337.913	691.4
338.309	708.6
338.705	693.4
339.102	703.2
339.498	681.4
339.895	708.6
340.291	701.6
340.688	700.2
341.085	678.6
341.481	688.8
341.878	687.8
342.275	708.6
342.672	689
343.069	685
343.466	670
343.842	700.4
344.239	673.2
344.636	684.8
345.033	673
345.431	683.8
345.828	684
346.225	682.2
346.623	722.6
347.02	699.4
347.418	703.2
347.816	708.6
348.213	678
348.611	700.4
349.009	690.6
349.407	701
349.805	679.4
350.203	665.2
350.601	702.8
350.999	684
351.397	766.2
351.795	694
352.193	693.4
352.57	697.2
352.969	700.4
353.367	682.2
353.766	673.4
354.164	672.8
354.563	703.8
354.961	685.2
355.36	691.8
355.759	675
356.158	680
356.557	678.8
356.956	680.4
357.355	678.4
357.754	693.8
358.153	694.2
358.552	716.8
358.951	681.8
359.35	698.2
359.75	675.2
360.149	677.2
360.527	675.6
360.926	674.2
361.326	691
361.726	681.2
362.125	676.6
362.525	690.6
362.925	684.4
363.325	685.6
363.724	688.8
364.124	669.8
364.524	673.4
364.924	680.2
365.324	701.8
365.725	663.6
366.125	691
366.525	682.2
366.904	682
367.304	655
367.705	694.2
368.105	697.8
368.506	683.6
368.906	681.6
369.307	689.4
369.708	687.4
370.108	666.6
370.509	684
370.91	684.6
371.311	687.6
371.712	693.6
372.113	675.6
372.514	673.4
372.894	686.2
373.295	680.8
373.696	701.4
374.097	688.4
374.499	719.8
374.9	687.2
375.301	669.2
375.703	679.8
376.105	674.8
376.506	689.6
376.908	682.8
377.309	678.4
377.711	681
378.113	681.8
378.493	684.2
378.895	679
379.297	692
379.699	672.4
380.102	686.2
380.504	674.8
380.906	672.2
381.308	712.8
381.71	680
382.113	687.6
382.515	684.4
382.918	679.4
383.299	675.6
383.701	689.6
384.104	686.8
384.507	669.8
384.909	673.6
385.312	679.6
385.715	683.8
386.118	678.2
386.521	667.4
386.924	695.6
387.327	678
387.709	667.8
388.112	666.4
